product_id,date,sales,knn_avg_distance,knn_flag
P001,2023-04-16,54,0.0,False
P001,2023-04-17,36,0.0,False
P001,2023-04-18,39,0.0,False
P001,2023-04-19,45,0.0,False
P001,2023-04-20,32,0.0,False
P001,2023-04-21,43,0.0,False
P001,2023-04-22,56,0.0,False
P001,2023-04-23,52,0.0,False
P001,2023-04-24,34,0.0,False
P001,2023-04-25,42,0.0,False
P001,2023-04-26,39,0.0,False
P001,2023-04-27,42,0.0,False
P001,2023-04-28,41,0.0,False
P001,2023-04-29,63,0.0,False
P001,2023-04-30,54,0.0,False
P001,2023-05-01,36,0.0,False
P001,2023-05-02,42,0.0,False
P001,2023-05-03,42,0.0,False
P001,2023-05-04,48,0.0,False
P001,2023-05-05,45,0.0,False
P001,2023-05-06,57,0.0,False
P001,2023-05-07,63,0.0,False
P001,2023-05-08,35,0.0,False
P001,2023-05-09,38,0.0,False
P001,2023-05-10,37,0.0,False
P001,2023-05-11,39,0.0,False
P001,2023-05-12,34,0.0,False
P001,2023-05-13,58,0.0,False
P001,2023-05-14,54,0.0,False
P001,2023-05-15,34,0.0,False
P001,2023-05-16,36,0.0,False
P001,2023-05-17,43,0.0,False
P001,2023-05-18,46,0.0,False
P001,2023-05-19,51,0.0,False
P001,2023-05-20,70,0.8,True
P001,2023-05-21,57,0.0,False
P001,2023-05-22,36,0.0,False
P001,2023-05-23,31,1.0,True
P001,2023-05-24,43,0.0,False
P001,2023-05-25,37,0.0,False
P001,2023-05-26,39,0.0,False
P001,2023-05-27,52,0.0,False
P001,2023-05-28,55,0.0,False
P001,2023-05-29,47,0.0,False
P001,2023-05-30,42,0.0,False
P001,2023-05-31,41,0.0,False
P001,2023-06-01,36,0.0,False
P001,2023-06-02,33,0.4,False
P001,2023-06-03,53,0.0,False
P001,2023-06-04,55,0.0,False
P001,2023-06-05,0,12.2,True
P001,2023-06-06,0,12.2,True
P001,2023-06-07,0,12.2,True
P001,2023-06-08,0,12.2,True
P001,2023-06-09,36,0.0,False
P001,2023-06-10,51,0.0,False
P001,2023-06-11,52,0.0,False
P001,2023-06-12,52,0.0,False
P001,2023-06-13,38,0.0,False
P001,2023-06-14,46,0.0,False
P001,2023-06-15,37,0.0,False
P001,2023-06-16,46,0.0,False
P001,2023-06-17,58,0.0,False
P001,2023-06-18,55,0.0,False
P001,2023-06-19,41,0.0,False
P001,2023-06-20,38,0.0,False
P001,2023-06-21,44,0.0,False
P001,2023-06-22,39,0.0,False
P001,2023-06-23,36,0.0,False
P001,2023-06-24,49,0.0,False
P001,2023-06-25,57,0.0,False
P001,2023-06-26,50,0.0,False
P001,2023-06-27,43,0.0,False
P001,2023-06-28,41,0.0,False
P001,2023-06-29,43,0.0,False
P001,2023-06-30,48,0.0,False
P001,2023-07-01,57,0.0,False
P001,2023-07-02,54,0.0,False
P001,2023-07-03,47,0.0,False
P001,2023-07-04,44,0.0,False
P001,2023-07-05,50,0.0,False
P001,2023-07-06,43,0.0,False
P001,2023-07-07,36,0.0,False
P001,2023-07-08,49,0.0,False
P001,2023-07-09,64,0.0,False
P001,2023-07-10,51,0.0,False
P001,2023-07-11,41,0.0,False
P001,2023-07-12,40,0.0,False
P001,2023-07-13,49,0.0,False
P001,2023-07-14,36,0.0,False
P001,2023-07-15,51,0.0,False
P001,2023-07-16,59,0.0,False
P001,2023-07-17,40,0.0,False
P001,2023-07-18,42,0.0,False
P001,2023-07-19,41,0.0,False
P001,2023-07-20,44,0.0,False
P001,2023-07-21,49,0.0,False
P001,2023-07-22,56,0.0,False
P001,2023-07-23,59,0.0,False
P001,2023-07-24,32,0.0,False
P001,2023-07-25,42,0.0,False
P001,2023-07-26,38,0.0,False
P001,2023-07-27,36,0.0,False
P001,2023-07-28,38,0.0,False
P001,2023-07-29,54,0.0,False
P001,2023-07-30,61,0.0,False
P001,2023-07-31,35,0.0,False
P001,2023-08-01,42,0.0,False
P001,2023-08-02,40,0.0,False
P001,2023-08-03,41,0.0,False
P001,2023-08-04,47,0.0,False
P001,2023-08-05,59,0.0,False
P001,2023-08-06,63,0.0,False
P001,2023-08-07,41,0.0,False
P001,2023-08-08,9999,9768.0,True
P001,2023-08-09,41,0.0,False
P001,2023-08-10,43,0.0,False
P001,2023-08-11,43,0.0,False
P001,2023-08-12,51,0.0,False
P001,2023-08-13,57,0.0,False
P001,2023-08-14,43,0.0,False
P001,2023-08-15,55,0.0,False
P001,2023-08-16,52,0.0,False
P001,2023-08-17,38,0.0,False
P001,2023-08-18,41,0.0,False
P001,2023-08-19,49,0.0,False
P001,2023-08-20,53,0.0,False
P001,2023-08-21,44,0.0,False
P001,2023-08-22,48,0.0,False
P001,2023-08-23,39,0.0,False
P001,2023-08-24,39,0.0,False
P001,2023-08-25,32,0.0,False
P001,2023-08-26,56,0.0,False
P001,2023-08-27,51,0.0,False
P001,2023-08-28,40,0.0,False
P001,2023-08-29,38,0.0,False
P001,2023-08-30,42,0.0,False
P001,2023-08-31,34,0.0,False
P001,2023-09-01,35,0.0,False
P001,2023-09-02,67,0.0,False
P001,2023-09-03,50,0.0,False
P001,2023-09-04,37,0.0,False
P001,2023-09-05,52,0.0,False
P001,2023-09-06,57,0.0,False
P001,2023-09-07,37,0.0,False
P001,2023-09-08,41,0.0,False
P001,2023-09-09,58,0.0,False
P001,2023-09-10,65,0.2,False
P001,2023-09-11,38,0.0,False
P001,2023-09-12,41,0.0,False
P001,2023-09-13,46,0.0,False
P001,2023-09-14,45,0.0,False
P001,2023-09-15,41,0.0,False
P001,2023-09-16,56,0.0,False
P001,2023-09-17,50,0.0,False
P001,2023-09-18,41,0.0,False
P001,2023-09-19,41,0.0,False
P001,2023-09-20,44,0.0,False
P001,2023-09-21,40,0.0,False
P001,2023-09-22,45,0.0,False
P001,2023-09-23,62,0.0,False
P001,2023-09-24,57,0.0,False
P001,2023-09-25,44,0.0,False
P001,2023-09-26,43,0.0,False
P001,2023-09-27,43,0.0,False
P001,2023-09-28,39,0.0,False
P001,2023-09-29,44,0.0,False
P001,2023-09-30,56,0.0,False
P001,2023-10-01,67,0.0,False
P001,2023-10-02,51,0.0,False
P001,2023-10-03,45,0.0,False
P001,2023-10-04,39,0.0,False
P001,2023-10-05,37,0.0,False
P001,2023-10-06,49,0.0,False
P001,2023-10-07,58,0.0,False
P001,2023-10-08,59,0.0,False
P001,2023-10-09,34,0.0,False
P001,2023-10-10,47,0.0,False
P001,2023-10-11,45,0.0,False
P001,2023-10-12,37,0.0,False
P001,2023-10-13,40,0.0,False
P001,2023-10-14,58,0.0,False
P001,2023-10-15,57,0.0,False
P001,2023-10-16,41,0.0,False
P001,2023-10-17,42,0.0,False
P001,2023-10-18,42,0.0,False
P001,2023-10-19,44,0.0,False
P001,2023-10-20,50,0.0,False
P001,2023-10-21,44,0.0,False
P001,2023-10-22,56,0.0,False
P001,2023-10-23,44,0.0,False
P001,2023-10-24,44,0.0,False
P001,2023-10-25,41,0.0,False
P001,2023-10-26,34,0.0,False
P001,2023-10-27,45,0.0,False
P001,2023-10-28,66,0.0,False
P001,2023-10-29,49,0.0,False
P001,2023-10-30,47,0.0,False
P001,2023-10-31,41,0.0,False
P001,2023-11-01,43,0.0,False
P001,2023-11-02,38,0.0,False
P001,2023-11-03,41,0.0,False
P001,2023-11-04,64,0.0,False
P001,2023-11-05,60,0.0,False
P001,2023-11-06,52,0.0,False
P001,2023-11-07,49,0.0,False
P001,2023-11-08,45,0.0,False
P001,2023-11-09,52,0.0,False
P001,2023-11-10,45,0.0,False
P001,2023-11-11,61,0.0,False
P001,2023-11-12,56,0.0,False
P001,2023-11-13,43,0.0,False
P001,2023-11-14,40,0.0,False
P001,2023-11-15,48,0.0,False
P001,2023-11-16,37,0.0,False
P001,2023-11-17,47,0.0,False
P001,2023-11-18,56,0.0,False
P001,2023-11-19,63,0.0,False
P001,2023-11-20,47,0.0,False
P001,2023-11-21,52,0.0,False
P001,2023-11-22,47,0.0,False
P001,2023-11-23,35,0.0,False
P001,2023-11-24,43,0.0,False
P001,2023-11-25,51,0.0,False
P001,2023-11-26,55,0.0,False
P001,2023-11-27,51,0.0,False
P001,2023-11-28,46,0.0,False
P001,2023-11-29,40,0.0,False
P001,2023-11-30,38,0.0,False
P001,2023-12-01,44,0.0,False
P001,2023-12-02,51,0.0,False
P001,2023-12-03,54,0.0,False
P001,2023-12-04,45,0.0,False
P001,2023-12-05,49,0.0,False
P001,2023-12-06,46,0.0,False
P001,2023-12-07,32,0.0,False
P001,2023-12-08,45,0.0,False
P001,2023-12-09,58,0.0,False
P001,2023-12-10,59,0.0,False
P001,2023-12-11,52,0.0,False
P001,2023-12-12,33,0.4,False
P001,2023-12-13,41,0.0,False
P001,2023-12-14,46,0.0,False
P001,2023-12-15,36,0.0,False
P001,2023-12-16,65,0.2,False
P001,2023-12-17,59,0.0,False
P001,2023-12-18,48,0.0,False
P001,2023-12-19,41,0.0,False
P001,2023-12-20,48,0.0,False
P001,2023-12-21,49,0.0,False
P001,2023-12-22,45,0.0,False
P001,2023-12-23,59,0.0,False
P001,2023-12-24,59,0.0,False
P001,2023-12-25,39,0.0,False
P001,2023-12-26,43,0.0,False
P001,2023-12-27,43,0.0,False
P001,2023-12-28,46,0.0,False
P001,2023-12-29,49,0.0,False
P001,2023-12-30,52,0.0,False
P001,2023-12-31,57,0.0,False
P001,2024-01-01,51,0.0,False
P001,2024-01-02,40,0.0,False
P001,2024-01-03,40,0.0,False
P001,2024-01-04,45,0.0,False
P001,2024-01-05,48,0.0,False
P001,2024-01-06,58,0.0,False
P001,2024-01-07,64,0.0,False
P001,2024-01-08,48,0.0,False
P001,2024-01-09,48,0.0,False
P001,2024-01-10,47,0.0,False
P001,2024-01-11,55,0.0,False
P001,2024-01-12,43,0.0,False
P001,2024-01-13,48,0.0,False
P001,2024-01-14,66,0.0,False
P001,2024-01-15,42,0.0,False
P001,2024-01-16,44,0.0,False
P001,2024-01-17,50,0.0,False
P001,2024-01-18,36,0.0,False
P001,2024-01-19,38,0.0,False
P001,2024-01-20,50,0.0,False
P001,2024-01-21,54,0.0,False
P001,2024-01-22,46,0.0,False
P001,2024-01-23,46,0.0,False
P001,2024-01-24,45,0.0,False
P001,2024-01-25,37,0.0,False
P001,2024-01-26,32,0.0,False
P001,2024-01-27,58,0.0,False
P001,2024-01-28,56,0.0,False
P001,2024-01-29,46,0.0,False
P001,2024-01-30,47,0.0,False
P001,2024-01-31,45,0.0,False
P001,2024-02-01,48,0.0,False
P001,2024-02-02,45,0.0,False
P001,2024-02-03,61,0.0,False
P001,2024-02-04,54,0.0,False
P001,2024-02-05,43,0.0,False
P001,2024-02-06,45,0.0,False
P001,2024-02-07,48,0.0,False
P001,2024-02-08,42,0.0,False
P001,2024-02-09,47,0.0,False
P001,2024-02-10,57,0.0,False
P001,2024-02-11,57,0.0,False
P001,2024-02-12,48,0.0,False
P001,2024-02-13,34,0.0,False
P001,2024-02-14,38,0.0,False
P001,2024-02-15,37,0.0,False
P001,2024-02-16,32,0.0,False
P001,2024-02-17,55,0.0,False
P001,2024-02-18,62,0.0,False
P001,2024-02-19,43,0.0,False
P001,2024-02-20,45,0.0,False
P001,2024-02-21,50,0.0,False
P001,2024-02-22,51,0.0,False
P001,2024-02-23,44,0.0,False
P001,2024-02-24,65,0.2,False
P001,2024-02-25,59,0.0,False
P001,2024-02-26,40,0.0,False
P001,2024-02-27,41,0.0,False
P001,2024-02-28,37,0.0,False
P001,2024-02-29,40,0.0,False
P001,2024-03-01,42,0.0,False
P001,2024-03-02,62,0.0,False
P001,2024-03-03,67,0.0,False
P001,2024-03-04,37,0.0,False
P001,2024-03-05,46,0.0,False
P001,2024-03-06,39,0.0,False
P001,2024-03-07,47,0.0,False
P001,2024-03-08,44,0.0,False
P001,2024-03-09,49,0.0,False
P001,2024-03-10,63,0.0,False
P001,2024-03-11,41,0.0,False
P001,2024-03-12,42,0.0,False
P001,2024-03-13,39,0.0,False
P001,2024-03-14,41,0.0,False
P001,2024-03-15,47,0.0,False
P001,2024-03-16,57,0.0,False
P001,2024-03-17,60,0.0,False
P001,2024-03-18,46,0.0,False
P001,2024-03-19,51,0.0,False
P001,2024-03-20,43,0.0,False
P001,2024-03-21,37,0.0,False
P001,2024-03-22,50,0.0,False
P001,2024-03-23,57,0.0,False
P001,2024-03-24,64,0.0,False
P001,2024-03-25,46,0.0,False
P001,2024-03-26,44,0.0,False
P001,2024-03-27,46,0.0,False
P001,2024-03-28,54,0.0,False
P001,2024-03-29,55,0.0,False
P001,2024-03-30,59,0.0,False
P001,2024-03-31,59,0.0,False
P001,2024-04-01,50,0.0,False
P001,2024-04-02,40,0.0,False
P001,2024-04-03,46,0.0,False
P001,2024-04-04,44,0.0,False
P001,2024-04-05,46,0.0,False
P001,2024-04-06,54,0.0,False
P001,2024-04-07,51,0.0,False
P001,2024-04-08,34,0.0,False
P001,2024-04-09,39,0.0,False
P001,2024-04-10,42,0.0,False
P001,2024-04-11,43,0.0,False
P001,2024-04-12,54,0.0,False
P001,2024-04-13,64,0.0,False
P001,2024-04-14,54,0.0,False
P001,2024-04-15,46,0.0,False
P001,2024-04-16,43,0.0,False
P001,2024-04-17,43,0.0,False
P001,2024-04-18,46,0.0,False
P001,2024-04-19,48,0.0,False
P001,2024-04-20,57,0.0,False
P001,2024-04-21,64,0.0,False
P001,2024-04-22,39,0.0,False
P001,2024-04-23,45,0.0,False
P001,2024-04-24,58,0.0,False
P001,2024-04-25,46,0.0,False
P001,2024-04-26,52,0.0,False
P001,2024-04-27,59,0.0,False
P001,2024-04-28,62,0.0,False
P001,2024-04-29,45,0.0,False
P001,2024-04-30,44,0.0,False
P001,2024-05-01,41,0.0,False
P001,2024-05-02,47,0.0,False
P001,2024-05-03,41,0.0,False
P001,2024-05-04,62,0.0,False
P001,2024-05-05,64,0.0,False
P001,2024-05-06,47,0.0,False
P001,2024-05-07,43,0.0,False
P001,2024-05-08,47,0.0,False
P001,2024-05-09,43,0.0,False
P001,2024-05-10,50,0.0,False
P001,2024-05-11,50,0.0,False
P001,2024-05-12,57,0.0,False
P001,2024-05-13,35,0.0,False
P001,2024-05-14,38,0.0,False
P001,2024-05-15,52,0.0,False
P001,2024-05-16,49,0.0,False
P001,2024-05-17,41,0.0,False
P001,2024-05-18,52,0.0,False
P001,2024-05-19,44,0.0,False
P001,2024-05-20,42,0.0,False
P001,2024-05-21,57,0.0,False
P001,2024-05-22,47,0.0,False
P001,2024-05-23,42,0.0,False
P001,2024-05-24,47,0.0,False
P001,2024-05-25,51,0.0,False
P001,2024-05-26,58,0.0,False
P001,2024-05-27,46,0.0,False
P001,2024-05-28,45,0.0,False
P001,2024-05-29,49,0.0,False
P001,2024-05-30,47,0.0,False
P001,2024-05-31,49,0.0,False
P001,2024-06-01,56,0.0,False
P001,2024-06-02,64,0.0,False
P001,2024-06-03,53,0.0,False
P001,2024-06-04,40,0.0,False
P001,2024-06-05,41,0.0,False
P001,2024-06-06,52,0.0,False
P001,2024-06-07,44,0.0,False
P001,2024-06-08,66,0.0,False
P001,2024-06-09,57,0.0,False
P001,2024-06-10,53,0.0,False
P001,2024-06-11,46,0.0,False
P001,2024-06-12,47,0.0,False
P001,2024-06-13,53,0.0,False
P001,2024-06-14,43,0.0,False
P001,2024-06-15,55,0.0,False
P001,2024-06-16,57,0.0,False
P001,2024-06-17,48,0.0,False
P001,2024-06-18,38,0.0,False
P001,2024-06-19,49,0.0,False
P001,2024-06-20,43,0.0,False
P001,2024-06-21,51,0.0,False
P001,2024-06-22,47,0.0,False
P001,2024-06-23,55,0.0,False
P001,2024-06-24,37,0.0,False
P001,2024-06-25,41,0.0,False
P001,2024-06-26,47,0.0,False
P001,2024-06-27,45,0.0,False
P001,2024-06-28,44,0.0,False
P001,2024-06-29,59,0.0,False
P001,2024-06-30,60,0.0,False
P001,2024-07-01,40,0.0,False
P001,2024-07-02,490,342.6,True
P001,2024-07-03,49,0.0,False
P001,2024-07-04,47,0.0,False
P001,2024-07-05,48,0.0,False
P001,2024-07-06,61,0.0,False
P001,2024-07-07,70,0.8,True
P001,2024-07-08,45,0.0,False
P001,2024-07-09,44,0.0,False
P001,2024-07-10,42,0.0,False
P001,2024-07-11,40,0.0,False
P001,2024-07-12,39,0.0,False
P001,2024-07-13,55,0.0,False
P001,2024-07-14,59,0.0,False
P001,2024-07-15,47,0.0,False
P001,2024-07-16,46,0.0,False
P001,2024-07-17,42,0.0,False
P001,2024-07-18,50,0.0,False
P001,2024-07-19,49,0.0,False
P001,2024-07-20,59,0.0,False
P001,2024-07-21,56,0.0,False
P001,2024-07-22,48,0.0,False
P001,2024-07-23,47,0.0,False
P001,2024-07-24,38,0.0,False
P001,2024-07-25,45,0.0,False
P001,2024-07-26,47,0.0,False
P001,2024-07-27,55,0.0,False
P001,2024-07-28,61,0.0,False
P001,2024-07-29,38,0.0,False
P001,2024-07-30,52,0.0,False
P001,2024-07-31,52,0.0,False
P001,2024-08-01,45,0.0,False
P001,2024-08-02,48,0.0,False
P001,2024-08-03,48,0.0,False
P001,2024-08-04,54,0.0,False
P001,2024-08-05,44,0.0,False
P001,2024-08-06,40,0.0,False
P001,2024-08-07,49,0.0,False
P001,2024-08-08,56,0.0,False
P001,2024-08-09,40,0.0,False
P001,2024-08-10,56,0.0,False
P001,2024-08-11,61,0.0,False
P001,2024-08-12,54,0.0,False
P001,2024-08-13,40,0.0,False
P001,2024-08-14,47,0.0,False
P001,2024-08-15,55,0.0,False
P001,2024-08-16,38,0.0,False
P001,2024-08-17,54,0.0,False
P001,2024-08-18,58,0.0,False
P001,2024-08-19,43,0.0,False
P001,2024-08-20,50,0.0,False
P001,2024-08-21,47,0.0,False
P001,2024-08-22,37,0.0,False
P001,2024-08-23,49,0.0,False
P001,2024-08-24,57,0.0,False
P001,2024-08-25,66,0.0,False
P001,2024-08-26,43,0.0,False
P001,2024-08-27,43,0.0,False
P001,2024-08-28,49,0.0,False
P001,2024-08-29,50,0.0,False
P001,2024-08-30,48,0.0,False
P001,2024-08-31,52,0.0,False
P001,2024-09-03,47,0.0,False
P001,2024-09-04,39,0.0,False
P001,2024-09-05,48,0.0,False
P001,2024-09-06,42,0.0,False
P001,2024-09-07,54,0.0,False
P001,2024-09-08,64,0.0,False
P001,2024-09-09,47,0.0,False
P001,2024-09-10,43,0.0,False
P001,2024-09-11,53,0.0,False
P001,2024-09-12,44,0.0,False
P001,2024-09-13,46,0.0,False
P001,2024-09-14,62,0.0,False
P001,2024-09-15,57,0.0,False
P001,2024-09-16,49,0.0,False
P001,2024-09-17,44,0.0,False
P001,2024-09-18,44,0.0,False
P001,2024-09-19,53,0.0,False
P001,2024-09-20,41,0.0,False
P001,2024-09-21,48,0.0,False
P001,2024-09-22,68,1.0,True
P001,2024-09-23,59,0.0,False
P001,2024-09-24,44,0.0,False
P001,2024-09-25,37,0.0,False
P001,2024-09-26,45,0.0,False
P001,2024-09-27,45,0.0,False
P001,2024-09-28,59,0.0,False
P001,2024-09-29,55,0.0,False
P001,2024-09-30,49,0.0,False
P001,2024-10-01,49,0.0,False
P001,2024-10-02,39,0.0,False
P001,2024-10-03,50,0.0,False
P001,2024-10-04,57,0.0,False
P001,2024-10-05,61,0.0,False
P001,2024-10-06,59,0.0,False
P001,2024-10-07,46,0.0,False
P001,2024-10-08,50,0.0,False
P001,2024-10-09,38,0.0,False
P001,2024-10-10,47,0.0,False
P001,2024-10-11,45,0.0,False
P001,2024-10-12,70,0.8,True
P001,2024-10-13,60,0.0,False
P001,2024-10-14,55,0.0,False
P001,2024-10-15,41,0.0,False
P001,2024-10-16,49,0.0,False
P001,2024-10-17,48,0.0,False
P001,2024-10-18,42,0.0,False
P001,2024-10-19,61,0.0,False
P001,2024-10-20,67,0.0,False
P001,2024-10-21,45,0.0,False
P001,2024-10-22,38,0.0,False
P001,2024-10-23,47,0.0,False
P001,2024-10-24,42,0.0,False
P001,2024-10-25,45,0.0,False
P001,2024-10-26,60,0.0,False
P001,2024-10-27,52,0.0,False
P001,2024-10-28,39,0.0,False
P001,2024-10-29,49,0.0,False
P001,2024-10-30,44,0.0,False
P001,2024-10-31,34,0.0,False
P001,2024-11-01,53,0.0,False
P001,2024-11-02,66,0.0,False
P001,2024-11-03,62,0.0,False
P001,2024-11-04,47,0.0,False
P001,2024-11-05,60,0.0,False
P001,2024-11-06,59,0.0,False
P001,2024-11-07,72,1.4,True
P001,2024-11-08,63,0.0,False
P001,2024-11-09,79,5.2,True
P001,2024-11-10,78,4.4,True
P001,2024-11-11,71,1.0,True
P001,2024-11-12,72,1.4,True
P001,2024-11-13,76,3.6,True
P001,2024-11-14,69,1.2,True
P001,2024-11-15,45,0.0,False
P001,2024-11-16,58,0.0,False
P001,2024-11-17,65,0.2,False
P001,2024-11-18,54,0.0,False
P001,2024-11-19,45,0.0,False
P001,2024-11-20,45,0.0,False
P001,2024-11-21,48,0.0,False
P001,2024-11-22,46,0.0,False
P001,2024-11-23,66,0.0,False
P001,2024-11-24,50,0.0,False
P001,2024-11-25,43,0.0,False
P001,2024-11-26,43,0.0,False
P001,2024-11-27,35,0.0,False
P001,2024-11-28,42,0.0,False
P001,2024-11-29,42,0.0,False
P001,2024-11-30,60,0.0,False
P001,2024-12-01,67,0.0,False
P001,2024-12-02,46,0.0,False
P001,2024-12-03,42,0.0,False
P001,2024-12-04,47,0.0,False
P001,2024-12-05,52,0.0,False
P001,2024-12-06,42,0.0,False
P001,2024-12-07,57,0.0,False
P001,2024-12-08,64,0.0,False
P001,2024-12-09,46,0.0,False
P001,2024-12-10,50,0.0,False
P001,2024-12-11,47,0.0,False
P001,2024-12-12,51,0.0,False
P001,2024-12-13,42,0.0,False
P001,2024-12-14,61,0.0,False
P001,2024-12-15,60,0.0,False
P001,2024-12-16,41,0.0,False
P001,2024-12-17,39,0.0,False
P001,2024-12-18,51,0.0,False
P001,2024-12-19,45,0.0,False
P001,2024-12-20,42,0.0,False
P001,2024-12-21,61,0.0,False
P001,2024-12-22,67,0.0,False
P001,2024-12-23,36,0.0,False
P001,2024-12-24,40,0.0,False
P001,2024-12-25,43,0.0,False
P001,2024-12-26,55,0.0,False
P001,2024-12-27,49,0.0,False
P001,2024-12-28,65,0.2,False
P001,2024-12-29,56,0.0,False
P001,2024-12-30,42,0.0,False
P001,2024-12-31,50,0.0,False
P002,2023-01-01,34,0.0,False
P002,2023-01-02,27,0.0,False
P002,2023-01-03,24,0.0,False
P002,2023-01-04,26,0.0,False
P002,2023-01-05,26,0.0,False
P002,2023-01-06,28,0.0,False
P002,2023-01-07,37,0.0,False
P002,2023-01-08,27,0.0,False
P002,2023-01-09,16,2.0,True
P002,2023-01-10,29,0.0,False
P002,2023-01-11,30,0.0,False
P002,2023-01-12,21,0.4,False
P002,2023-01-13,18,1.0,False
P002,2023-01-14,34,0.0,False
P002,2023-01-15,38,0.0,False
P002,2023-01-16,32,0.0,False
P002,2023-01-17,27,0.0,False
P002,2023-01-18,24,0.0,False
P002,2023-01-19,22,0.0,False
P002,2023-01-20,25,0.0,False
P002,2023-01-21,33,0.0,False
P002,2023-01-22,30,0.0,False
P002,2023-01-23,34,0.0,False
P002,2023-01-24,33,0.0,False
P002,2023-01-25,30,0.0,False
P002,2023-01-26,22,0.0,False
P002,2023-01-27,29,0.0,False
P002,2023-01-28,37,0.0,False
P002,2023-01-29,36,0.0,False
P002,2023-01-30,31,0.0,False
P002,2023-01-31,28,0.0,False
P002,2023-02-01,29,0.0,False
P002,2023-02-02,28,0.0,False
P002,2023-02-03,27,0.0,False
P002,2023-02-04,27,0.0,False
P002,2023-02-05,35,0.0,False
P002,2023-02-06,23,0.2,False
P002,2023-02-07,21,0.4,False
P002,2023-02-08,32,0.0,False
P002,2023-02-09,33,0.0,False
P002,2023-02-10,31,0.0,False
P002,2023-02-11,36,0.0,False
P002,2023-02-12,40,0.0,False
P002,2023-02-13,26,0.0,False
P002,2023-02-14,27,0.0,False
P002,2023-02-15,22,0.0,False
