product_id,date,sales,knn_avg_distance,knn_flag,z_score,z_flag,modified_z,mz_flag
P001,2023-03-13,35,0.0,False,-0.07371884568268319,False,-1.2365833333333334,False
P001,2023-03-14,432,296.2,True,1.0013185565929588,False,43.39283333333333,True
P001,2023-03-15,43,0.0,False,-0.05205562347057958,False,-0.33725,False
P001,2023-03-16,41,0.0,False,-0.05747142902360548,False,-0.5620833333333334,False
P001,2023-03-17,44,0.0,False,-0.04934772069406663,False,-0.22483333333333333,False
P001,2023-03-18,53,0.0,False,-0.024976595705450053,False,0.7869166666666666,False
P001,2023-03-19,56,0.0,False,-0.0168528873759112,False,1.1241666666666668,False
P001,2023-03-20,44,0.0,False,-0.04934772069406663,False,-0.22483333333333333,False
P001,2023-03-21,39,0.0,False,-0.06288723457663138,False,-0.7869166666666666,False
P001,2023-03-22,43,0.0,False,-0.05205562347057958,False,-0.33725,False
P001,2023-03-23,38,0.0,False,-0.06559513735314434,False,-0.8993333333333333,False
P001,2023-03-24,39,0.0,False,-0.06288723457663138,False,-0.7869166666666666,False
P001,2023-03-25,53,0.0,False,-0.024976595705450053,False,0.7869166666666666,False
P001,2023-03-26,49,0.0,False,-0.03580820681150186,False,0.33725,False
P001,2023-03-27,43,0.0,False,-0.05205562347057958,False,-0.33725,False
P001,2023-03-28,39,0.0,False,-0.06288723457663138,False,-0.7869166666666666,False
P001,2023-03-29,41,0.0,False,-0.05747142902360548,False,-0.5620833333333334,False
P001,2023-03-30,43,0.0,False,-0.05205562347057958,False,-0.33725,False
P001,2023-03-31,43,0.0,False,-0.05205562347057958,False,-0.33725,False
P001,2023-04-01,58,0.0,False,-0.011437081822885293,False,1.349,False
P001,2023-04-02,54,0.0,False,-0.0222686929289371,False,0.8993333333333333,False
P001,2023-04-03,39,0.0,False,-0.06288723457663138,False,-0.7869166666666666,False
P001,2023-04-04,41,0.0,False,-0.05747142902360548,False,-0.5620833333333334,False
P001,2023-04-05,33,0.4,True,-0.0791346512357091,False,-1.4614166666666666,False
P001,2023-04-06,34,0.0,False,-0.07642674845919616,False,-1.349,False
P001,2023-04-07,34,0.0,False,-0.07642674845919616,False,-1.349,False
P001,2023-04-08,50,0.0,False,-0.03310030403498891,False,0.44966666666666666,False
P001,2023-04-09,57,0.0,False,-0.014144984599398244,False,1.2365833333333334,False
P001,2023-04-10,36,0.0,False,-0.07101094290617024,False,-1.1241666666666668,False
P001,2023-04-11,39,0.0,False,-0.06288723457663138,False,-0.7869166666666666,False
P001,2023-04-12,48,0.0,False,-0.03851610958801482,False,0.22483333333333333,False
P001,2023-04-13,39,0.0,False,-0.06288723457663138,False,-0.7869166666666666,False
P001,2023-04-14,45,0.0,False,-0.04663981791755367,False,-0.11241666666666666,False
P001,2023-04-15,50,0.0,False,-0.03310030403498891,False,0.44966666666666666,False
P001,2023-04-16,54,0.0,False,-0.0222686929289371,False,0.8993333333333333,False
P001,2023-04-17,36,0.0,False,-0.07101094290617024,False,-1.1241666666666668,False
P001,2023-04-18,39,0.0,False,-0.06288723457663138,False,-0.7869166666666666,False
P001,2023-04-19,45,0.0,False,-0.04663981791755367,False,-0.11241666666666666,False
P001,2023-04-20,32,0.0,False,-0.08184255401222205,False,-1.5738333333333332,False
P001,2023-04-21,43,0.0,False,-0.05205562347057958,False,-0.33725,False
P001,2023-04-22,56,0.0,False,-0.0168528873759112,False,1.1241666666666668,False
P001,2023-04-23,52,0.0,False,-0.027684498481963006,False,0.6745,False
P001,2023-04-24,34,0.0,False,-0.07642674845919616,False,-1.349,False
P001,2023-04-25,42,0.0,False,-0.054763526247092534,False,-0.44966666666666666,False
P001,2023-04-26,39,0.0,False,-0.06288723457663138,False,-0.7869166666666666,False
P001,2023-04-27,42,0.0,False,-0.054763526247092534,False,-0.44966666666666666,False
P001,2023-04-28,41,0.0,False,-0.05747142902360548,False,-0.5620833333333334,False
P001,2023-04-29,63,0.0,False,0.00210243205967947,False,1.9110833333333332,False
P001,2023-04-30,54,0.0,False,-0.0222686929289371,False,0.8993333333333333,False
P001,2023-05-01,36,0.0,False,-0.07101094290617024,False,-1.1241666666666668,False
P001,2023-05-02,42,0.0,False,-0.054763526247092534,False,-0.44966666666666666,False
P001,2023-05-03,42,0.0,False,-0.054763526247092534,False,-0.44966666666666666,False
P001,2023-05-04,48,0.0,False,-0.03851610958801482,False,0.22483333333333333,False
P001,2023-05-05,45,0.0,False,-0.04663981791755367,False,-0.11241666666666666,False
P001,2023-05-06,57,0.0,False,-0.014144984599398244,False,1.2365833333333334,False
P001,2023-05-07,63,0.0,False,0.00210243205967947,False,1.9110833333333332,False
P001,2023-05-08,35,0.0,False,-0.07371884568268319,False,-1.2365833333333334,False
P001,2023-05-09,38,0.0,False,-0.06559513735314434,False,-0.8993333333333333,False
P001,2023-05-10,37,0.0,False,-0.0683030401296573,False,-1.01175,False
P001,2023-05-11,39,0.0,False,-0.06288723457663138,False,-0.7869166666666666,False
P001,2023-05-12,34,0.0,False,-0.07642674845919616,False,-1.349,False
P001,2023-05-13,58,0.0,False,-0.011437081822885293,False,1.349,False
P001,2023-05-14,54,0.0,False,-0.0222686929289371,False,0.8993333333333333,False
P001,2023-05-15,34,0.0,False,-0.07642674845919616,False,-1.349,False
P001,2023-05-16,36,0.0,False,-0.07101094290617024,False,-1.1241666666666668,False
P001,2023-05-17,43,0.0,False,-0.05205562347057958,False,-0.33725,False
P001,2023-05-18,46,0.0,False,-0.04393191514104072,False,0.0,False
P001,2023-05-19,51,0.0,False,-0.03039240125847596,False,0.5620833333333334,False
P001,2023-05-20,70,0.8,True,0.021057751495270137,False,2.698,False
P001,2023-05-21,57,0.0,False,-0.014144984599398244,False,1.2365833333333334,False
P001,2023-05-22,36,0.0,False,-0.07101094290617024,False,-1.1241666666666668,False
P001,2023-05-23,31,1.0,True,-0.084550456788735,False,-1.68625,False
P001,2023-05-24,43,0.0,False,-0.05205562347057958,False,-0.33725,False
P001,2023-05-25,37,0.0,False,-0.0683030401296573,False,-1.01175,False
P001,2023-05-26,39,0.0,False,-0.06288723457663138,False,-0.7869166666666666,False
P001,2023-05-27,52,0.0,False,-0.027684498481963006,False,0.6745,False
P001,2023-05-28,55,0.0,False,-0.019560790152424148,False,1.01175,False
P001,2023-05-29,47,0.0,False,-0.041224012364527766,False,0.11241666666666666,False
P001,2023-05-30,42,0.0,False,-0.054763526247092534,False,-0.44966666666666666,False
P001,2023-05-31,41,0.0,False,-0.05747142902360548,False,-0.5620833333333334,False
P001,2023-06-01,36,0.0,False,-0.07101094290617024,False,-1.1241666666666668,False
P001,2023-06-02,33,0.4,False,-0.0791346512357091,False,-1.4614166666666666,False
P001,2023-06-03,53,0.0,False,-0.024976595705450053,False,0.7869166666666666,False
P001,2023-06-04,55,0.0,False,-0.019560790152424148,False,1.01175,False
P001,2023-06-05,0,12.2,True,-0.16849544286063653,False,-5.171166666666667,True
P001,2023-06-06,0,12.2,True,-0.16849544286063653,False,-5.171166666666667,True
P001,2023-06-07,0,12.2,True,-0.16849544286063653,False,-5.171166666666667,True
P001,2023-06-08,0,12.2,True,-0.16849544286063653,False,-5.171166666666667,True
P001,2023-06-09,36,0.0,False,-0.07101094290617024,False,-1.1241666666666668,False
P001,2023-06-10,51,0.0,False,-0.03039240125847596,False,0.5620833333333334,False
P001,2023-06-11,52,0.0,False,-0.027684498481963006,False,0.6745,False
P001,2023-06-12,52,0.0,False,-0.027684498481963006,False,0.6745,False
P001,2023-06-13,38,0.0,False,-0.06559513735314434,False,-0.8993333333333333,False
P001,2023-06-14,46,0.0,False,-0.04393191514104072,False,0.0,False
P001,2023-06-15,37,0.0,False,-0.0683030401296573,False,-1.01175,False
P001,2023-06-16,46,0.0,False,-0.04393191514104072,False,0.0,False
P001,2023-06-17,58,0.0,False,-0.011437081822885293,False,1.349,False
P001,2023-06-18,55,0.0,False,-0.019560790152424148,False,1.01175,False
P001,2023-06-19,41,0.0,False,-0.05747142902360548,False,-0.5620833333333334,False
P001,2023-06-20,38,0.0,False,-0.06559513735314434,False,-0.8993333333333333,False
P001,2023-06-21,44,0.0,False,-0.04934772069406663,False,-0.22483333333333333,False
P001,2023-06-22,39,0.0,False,-0.06288723457663138,False,-0.7869166666666666,False
P001,2023-06-23,36,0.0,False,-0.07101094290617024,False,-1.1241666666666668,False
P001,2023-06-24,49,0.0,False,-0.03580820681150186,False,0.33725,False
P001,2023-06-25,57,0.0,False,-0.014144984599398244,False,1.2365833333333334,False
P001,2023-06-26,50,0.0,False,-0.03310030403498891,False,0.44966666666666666,False
P001,2023-06-27,43,0.0,False,-0.05205562347057958,False,-0.33725,False
P001,2023-06-28,41,0.0,False,-0.05747142902360548,False,-0.5620833333333334,False
P001,2023-06-29,43,0.0,False,-0.05205562347057958,False,-0.33725,False
P001,2023-06-30,48,0.0,False,-0.03851610958801482,False,0.22483333333333333,False
P001,2023-07-01,57,0.0,False,-0.014144984599398244,False,1.2365833333333334,False
P001,2023-07-02,54,0.0,False,-0.0222686929289371,False,0.8993333333333333,False
P001,2023-07-03,47,0.0,False,-0.041224012364527766,False,0.11241666666666666,False
P001,2023-07-04,44,0.0,False,-0.04934772069406663,False,-0.22483333333333333,False
P001,2023-07-05,50,0.0,False,-0.03310030403498891,False,0.44966666666666666,False
P001,2023-07-06,43,0.0,False,-0.05205562347057958,False,-0.33725,False
P001,2023-07-07,36,0.0,False,-0.07101094290617024,False,-1.1241666666666668,False
P001,2023-07-08,49,0.0,False,-0.03580820681150186,False,0.33725,False
P001,2023-07-09,64,0.0,False,0.004810334836192422,False,2.0235,False
P001,2023-07-10,51,0.0,False,-0.03039240125847596,False,0.5620833333333334,False
P001,2023-07-11,41,0.0,False,-0.05747142902360548,False,-0.5620833333333334,False
P001,2023-07-12,40,0.0,False,-0.06017933180011843,False,-0.6745,False
P001,2023-07-13,49,0.0,False,-0.03580820681150186,False,0.33725,False
P001,2023-07-14,36,0.0,False,-0.07101094290617024,False,-1.1241666666666668,False
P001,2023-07-15,51,0.0,False,-0.03039240125847596,False,0.5620833333333334,False
P001,2023-07-16,59,0.0,False,-0.00872917904637234,False,1.4614166666666666,False
P001,2023-07-17,40,0.0,False,-0.06017933180011843,False,-0.6745,False
P001,2023-07-18,42,0.0,False,-0.054763526247092534,False,-0.44966666666666666,False
P001,2023-07-19,41,0.0,False,-0.05747142902360548,False,-0.5620833333333334,False
P001,2023-07-20,44,0.0,False,-0.04934772069406663,False,-0.22483333333333333,False
P001,2023-07-21,49,0.0,False,-0.03580820681150186,False,0.33725,False
P001,2023-07-22,56,0.0,False,-0.0168528873759112,False,1.1241666666666668,False
P001,2023-07-23,59,0.0,False,-0.00872917904637234,False,1.4614166666666666,False
P001,2023-07-24,32,0.0,False,-0.08184255401222205,False,-1.5738333333333332,False
P001,2023-07-25,42,0.0,False,-0.054763526247092534,False,-0.44966666666666666,False
P001,2023-07-26,38,0.0,False,-0.06559513735314434,False,-0.8993333333333333,False
P001,2023-07-27,36,0.0,False,-0.07101094290617024,False,-1.1241666666666668,False
P001,2023-07-28,38,0.0,False,-0.06559513735314434,False,-0.8993333333333333,False
P001,2023-07-29,54,0.0,False,-0.0222686929289371,False,0.8993333333333333,False
P001,2023-07-30,61,0.0,False,-0.003313373493346435,False,1.68625,False
P001,2023-07-31,35,0.0,False,-0.07371884568268319,False,-1.2365833333333334,False
P001,2023-08-01,42,0.0,False,-0.054763526247092534,False,-0.44966666666666666,False
P001,2023-08-02,40,0.0,False,-0.06017933180011843,False,-0.6745,False
P001,2023-08-03,41,0.0,False,-0.05747142902360548,False,-0.5620833333333334,False
P001,2023-08-04,47,0.0,False,-0.041224012364527766,False,0.11241666666666666,False
P001,2023-08-05,59,0.0,False,-0.00872917904637234,False,1.4614166666666666,False
P001,2023-08-06,63,0.0,False,0.00210243205967947,False,1.9110833333333332,False
P001,2023-08-07,41,0.0,False,-0.05747142902360548,False,-0.5620833333333334,False
P001,2023-08-08,9999,9768.0,True,26.907824419492375,True,1118.8830833333334,True
P001,2023-08-09,41,0.0,False,-0.05747142902360548,False,-0.5620833333333334,False
P001,2023-08-10,43,0.0,False,-0.05205562347057958,False,-0.33725,False
P001,2023-08-11,43,0.0,False,-0.05205562347057958,False,-0.33725,False
P001,2023-08-12,51,0.0,False,-0.03039240125847596,False,0.5620833333333334,False
P001,2023-08-13,57,0.0,False,-0.014144984599398244,False,1.2365833333333334,False
P001,2023-08-14,43,0.0,False,-0.05205562347057958,False,-0.33725,False
P001,2023-08-15,55,0.0,False,-0.019560790152424148,False,1.01175,False
P001,2023-08-16,52,0.0,False,-0.027684498481963006,False,0.6745,False
P001,2023-08-17,38,0.0,False,-0.06559513735314434,False,-0.8993333333333333,False
P001,2023-08-18,41,0.0,False,-0.05747142902360548,False,-0.5620833333333334,False
P001,2023-08-19,49,0.0,False,-0.03580820681150186,False,0.33725,False
P001,2023-08-20,53,0.0,False,-0.024976595705450053,False,0.7869166666666666,False
P001,2023-08-21,44,0.0,False,-0.04934772069406663,False,-0.22483333333333333,False
P001,2023-08-22,48,0.0,False,-0.03851610958801482,False,0.22483333333333333,False
P001,2023-08-23,39,0.0,False,-0.06288723457663138,False,-0.7869166666666666,False
P001,2023-08-24,39,0.0,False,-0.06288723457663138,False,-0.7869166666666666,False
P001,2023-08-25,32,0.0,False,-0.08184255401222205,False,-1.5738333333333332,False
P001,2023-08-26,56,0.0,False,-0.0168528873759112,False,1.1241666666666668,False
P001,2023-08-27,51,0.0,False,-0.03039240125847596,False,0.5620833333333334,False
P001,2023-08-28,40,0.0,False,-0.06017933180011843,False,-0.6745,False
P001,2023-08-29,38,0.0,False,-0.06559513735314434,False,-0.8993333333333333,False
P001,2023-08-30,42,0.0,False,-0.054763526247092534,False,-0.44966666666666666,False
P001,2023-08-31,34,0.0,False,-0.07642674845919616,False,-1.349,False
P001,2023-09-01,35,0.0,False,-0.07371884568268319,False,-1.2365833333333334,False
P001,2023-09-02,67,0.0,False,0.01293404316573128,False,2.36075,False
P001,2023-09-03,50,0.0,False,-0.03310030403498891,False,0.44966666666666666,False
P001,2023-09-04,37,0.0,False,-0.0683030401296573,False,-1.01175,False
P001,2023-09-05,52,0.0,False,-0.027684498481963006,False,0.6745,False
P001,2023-09-06,57,0.0,False,-0.014144984599398244,False,1.2365833333333334,False
P001,2023-09-07,37,0.0,False,-0.0683030401296573,False,-1.01175,False
P001,2023-09-08,41,0.0,False,-0.05747142902360548,False,-0.5620833333333334,False
P001,2023-09-09,58,0.0,False,-0.011437081822885293,False,1.349,False
P001,2023-09-10,65,0.2,False,0.007518237612705375,False,2.1359166666666667,False
P001,2023-09-11,38,0.0,False,-0.06559513735314434,False,-0.8993333333333333,False
P001,2023-09-12,41,0.0,False,-0.05747142902360548,False,-0.5620833333333334,False
P001,2023-09-13,46,0.0,False,-0.04393191514104072,False,0.0,False
P001,2023-09-14,45,0.0,False,-0.04663981791755367,False,-0.11241666666666666,False
P001,2023-09-15,41,0.0,False,-0.05747142902360548,False,-0.5620833333333334,False
P001,2023-09-16,56,0.0,False,-0.0168528873759112,False,1.1241666666666668,False
P001,2023-09-17,50,0.0,False,-0.03310030403498891,False,0.44966666666666666,False
P001,2023-09-18,41,0.0,False,-0.05747142902360548,False,-0.5620833333333334,False
P001,2023-09-19,41,0.0,False,-0.05747142902360548,False,-0.5620833333333334,False
P001,2023-09-20,44,0.0,False,-0.04934772069406663,False,-0.22483333333333333,False
P001,2023-09-21,40,0.0,False,-0.06017933180011843,False,-0.6745,False
P001,2023-09-22,45,0.0,False,-0.04663981791755367,False,-0.11241666666666666,False
P001,2023-09-23,62,0.0,False,-0.0006054707168334824,False,1.7986666666666666,False
P001,2023-09-24,57,0.0,False,-0.014144984599398244,False,1.2365833333333334,False
P001,2023-09-25,44,0.0,False,-0.04934772069406663,False,-0.22483333333333333,False
P001,2023-09-26,43,0.0,False,-0.05205562347057958,False,-0.33725,False
P001,2023-09-27,43,0.0,False,-0.05205562347057958,False,-0.33725,False
P001,2023-09-28,39,0.0,False,-0.06288723457663138,False,-0.7869166666666666,False
P001,2023-09-29,44,0.0,False,-0.04934772069406663,False,-0.22483333333333333,False
P001,2023-09-30,56,0.0,False,-0.0168528873759112,False,1.1241666666666668,False
P001,2023-10-01,67,0.0,False,0.01293404316573128,False,2.36075,False
P001,2023-10-02,51,0.0,False,-0.03039240125847596,False,0.5620833333333334,False
P001,2023-10-03,45,0.0,False,-0.04663981791755367,False,-0.11241666666666666,False
P001,2023-10-04,39,0.0,False,-0.06288723457663138,False,-0.7869166666666666,False
P001,2023-10-05,37,0.0,False,-0.0683030401296573,False,-1.01175,False
P001,2023-10-06,49,0.0,False,-0.03580820681150186,False,0.33725,False
P001,2023-10-07,58,0.0,False,-0.011437081822885293,False,1.349,False
P001,2023-10-08,59,0.0,False,-0.00872917904637234,False,1.4614166666666666,False
P001,2023-10-09,34,0.0,False,-0.07642674845919616,False,-1.349,False
P001,2023-10-10,47,0.0,False,-0.041224012364527766,False,0.11241666666666666,False
P001,2023-10-11,45,0.0,False,-0.04663981791755367,False,-0.11241666666666666,False
P001,2023-10-12,37,0.0,False,-0.0683030401296573,False,-1.01175,False
P001,2023-10-13,40,0.0,False,-0.06017933180011843,False,-0.6745,False
P001,2023-10-14,58,0.0,False,-0.011437081822885293,False,1.349,False
P001,2023-10-15,57,0.0,False,-0.014144984599398244,False,1.2365833333333334,False
P001,2023-10-16,41,0.0,False,-0.05747142902360548,False,-0.5620833333333334,False
P001,2023-10-17,42,0.0,False,-0.054763526247092534,False,-0.44966666666666666,False
P001,2023-10-18,42,0.0,False,-0.054763526247092534,False,-0.44966666666666666,False
P001,2023-10-19,44,0.0,False,-0.04934772069406663,False,-0.22483333333333333,False
P001,2023-10-20,50,0.0,False,-0.03310030403498891,False,0.44966666666666666,False
P001,2023-10-21,44,0.0,False,-0.04934772069406663,False,-0.22483333333333333,False
P001,2023-10-22,56,0.0,False,-0.0168528873759112,False,1.1241666666666668,False
P001,2023-10-23,44,0.0,False,-0.04934772069406663,False,-0.22483333333333333,False
P001,2023-10-24,44,0.0,False,-0.04934772069406663,False,-0.22483333333333333,False
P001,2023-10-25,41,0.0,False,-0.05747142902360548,False,-0.5620833333333334,False
P001,2023-10-26,34,0.0,False,-0.07642674845919616,False,-1.349,False
P001,2023-10-27,45,0.0,False,-0.04663981791755367,False,-0.11241666666666666,False
P001,2023-10-28,66,0.0,False,0.010226140389218328,False,2.2483333333333335,False
P001,2023-10-29,49,0.0,False,-0.03580820681150186,False,0.33725,False
P001,2023-10-30,47,0.0,False,-0.041224012364527766,False,0.11241666666666666,False
P001,2023-10-31,41,0.0,False,-0.05747142902360548,False,-0.5620833333333334,False
P001,2023-11-01,43,0.0,False,-0.05205562347057958,False,-0.33725,False
P001,2023-11-02,38,0.0,False,-0.06559513735314434,False,-0.8993333333333333,False
P001,2023-11-03,41,0.0,False,-0.05747142902360548,False,-0.5620833333333334,False
P001,2023-11-04,64,0.0,False,0.004810334836192422,False,2.0235,False
P001,2023-11-05,60,0.0,False,-0.006021276269859387,False,1.5738333333333332,False
P001,2023-11-06,52,0.0,False,-0.027684498481963006,False,0.6745,False
P001,2023-11-07,49,0.0,False,-0.03580820681150186,False,0.33725,False
P001,2023-11-08,45,0.0,False,-0.04663981791755367,False,-0.11241666666666666,False
P001,2023-11-09,52,0.0,False,-0.027684498481963006,False,0.6745,False
P001,2023-11-10,45,0.0,False,-0.04663981791755367,False,-0.11241666666666666,False
P001,2023-11-11,61,0.0,False,-0.003313373493346435,False,1.68625,False
P001,2023-11-12,56,0.0,False,-0.0168528873759112,False,1.1241666666666668,False
P001,2023-11-13,43,0.0,False,-0.05205562347057958,False,-0.33725,False
P001,2023-11-14,40,0.0,False,-0.06017933180011843,False,-0.6745,False
P001,2023-11-15,48,0.0,False,-0.03851610958801482,False,0.22483333333333333,False
P001,2023-11-16,37,0.0,False,-0.0683030401296573,False,-1.01175,False
P001,2023-11-17,47,0.0,False,-0.041224012364527766,False,0.11241666666666666,False
P001,2023-11-18,56,0.0,False,-0.0168528873759112,False,1.1241666666666668,False
P001,2023-11-19,63,0.0,False,0.00210243205967947,False,1.9110833333333332,False
P001,2023-11-20,47,0.0,False,-0.041224012364527766,False,0.11241666666666666,False
P001,2023-11-21,52,0.0,False,-0.027684498481963006,False,0.6745,False
P001,2023-11-22,47,0.0,False,-0.041224012364527766,False,0.11241666666666666,False
P001,2023-11-23,35,0.0,False,-0.07371884568268319,False,-1.2365833333333334,False
P001,2023-11-24,43,0.0,False,-0.05205562347057958,False,-0.33725,False
P001,2023-11-25,51,0.0,False,-0.03039240125847596,False,0.5620833333333334,False
P001,2023-11-26,55,0.0,False,-0.019560790152424148,False,1.01175,False
P001,2023-11-27,51,0.0,False,-0.03039240125847596,False,0.5620833333333334,False
P001,2023-11-28,46,0.0,False,-0.04393191514104072,False,0.0,False
P001,2023-11-29,40,0.0,False,-0.06017933180011843,False,-0.6745,False
P001,2023-11-30,38,0.0,False,-0.06559513735314434,False,-0.8993333333333333,False
P001,2023-12-01,44,0.0,False,-0.04934772069406663,False,-0.22483333333333333,False
P001,2023-12-02,51,0.0,False,-0.03039240125847596,False,0.5620833333333334,False
P001,2023-12-03,54,0.0,False,-0.0222686929289371,False,0.8993333333333333,False
P001,2023-12-04,45,0.0,False,-0.04663981791755367,False,-0.11241666666666666,False
P001,2023-12-05,49,0.0,False,-0.03580820681150186,False,0.33725,False
P001,2023-12-06,46,0.0,False,-0.04393191514104072,False,0.0,False
P001,2023-12-07,32,0.0,False,-0.08184255401222205,False,-1.5738333333333332,False
P001,2023-12-08,45,0.0,False,-0.04663981791755367,False,-0.11241666666666666,False
P001,2023-12-09,58,0.0,False,-0.011437081822885293,False,1.349,False
P001,2023-12-10,59,0.0,False,-0.00872917904637234,False,1.4614166666666666,False
P001,2023-12-11,52,0.0,False,-0.027684498481963006,False,0.6745,False
