product_id,date,sales,sales_lag_1,sales_lag_7,rolling_mean_7,day_of_week,knn_avg_distance,knn_flag
P001,2023-04-22,56,43.0,50.0,42.714285714285715,5,0.01633500208464579,False
P001,2023-04-23,52,56.0,54.0,43.57142857142857,6,0.01043179803678238,False
P001,2023-04-24,34,52.0,36.0,43.285714285714285,0,0.013927920686300657,False
P001,2023-04-25,42,34.0,39.0,43.0,1,0.015115173730085954,False
P001,2023-04-26,39,42.0,45.0,43.42857142857143,2,0.01444077880928018,False
P001,2023-04-27,42,39.0,32.0,42.57142857142857,3,0.017193611558599185,False
P001,2023-04-28,41,42.0,43.0,44.0,4,0.013434085203959247,False
P001,2023-04-29,63,41.0,56.0,43.714285714285715,5,0.01674975876997992,False
P001,2023-04-30,54,63.0,52.0,44.714285714285715,6,0.014262460594569449,False
P001,2023-05-01,36,54.0,34.0,45.0,0,0.015225758840983095,False
P001,2023-05-02,42,36.0,42.0,45.285714285714285,1,0.011640733679139847,False
P001,2023-05-03,42,42.0,39.0,45.285714285714285,2,0.008841752027182945,False
P001,2023-05-04,48,42.0,42.0,45.714285714285715,3,0.012038787217519806,False
P001,2023-05-05,45,48.0,41.0,46.57142857142857,4,0.0159495037577266,False
P001,2023-05-06,57,45.0,63.0,47.142857142857146,5,0.01186387244463652,False
P001,2023-05-07,63,57.0,54.0,46.285714285714285,6,0.01094301391137144,False
P001,2023-05-08,35,63.0,36.0,47.57142857142857,0,0.01693358917511546,False
P001,2023-05-09,38,35.0,42.0,47.42857142857143,1,0.014974055311851153,False
P001,2023-05-10,37,38.0,42.0,46.857142857142854,2,0.014504785610337306,False
P001,2023-05-11,39,37.0,48.0,46.142857142857146,3,0.012663040074051144,False
P001,2023-05-12,34,39.0,45.0,44.857142857142854,4,0.011592107347514747,False
P001,2023-05-13,58,34.0,57.0,43.285714285714285,5,0.015984195062270518,False
P001,2023-05-14,54,58.0,63.0,43.42857142857143,6,0.021969760134924503,False
P001,2023-05-15,34,54.0,35.0,42.142857142857146,0,0.01636588839355959,False
P001,2023-05-16,36,34.0,38.0,42.0,1,0.019786125918634653,False
P001,2023-05-17,43,36.0,37.0,41.714285714285715,2,0.01734422214749699,False
P001,2023-05-18,46,43.0,39.0,42.57142857142857,3,0.018096309122903297,False
P001,2023-05-19,51,46.0,34.0,43.57142857142857,4,0.019609305367671952,False
P001,2023-05-20,70,51.0,58.0,46.0,5,0.025812750237851713,False
P001,2023-05-21,57,70.0,54.0,47.714285714285715,6,0.02181694844504194,False
P001,2023-05-22,36,57.0,34.0,48.142857142857146,0,0.01937786001134566,False
P001,2023-05-23,31,36.0,36.0,48.42857142857143,1,0.029061049062733723,False
P001,2023-05-24,43,31.0,43.0,47.714285714285715,2,0.022183531652599047,False
P001,2023-05-25,37,43.0,46.0,47.714285714285715,3,0.016433300588356636,False
P001,2023-05-26,39,37.0,51.0,46.42857142857143,4,0.01547087823074556,False
P001,2023-05-27,52,39.0,70.0,44.714285714285715,5,0.030495676232157088,False
P001,2023-05-28,55,52.0,57.0,42.142857142857146,6,0.012994339845519681,False
P001,2023-05-29,47,55.0,36.0,41.857142857142854,0,0.019810776848868412,False
P001,2023-05-30,42,47.0,31.0,43.42857142857143,1,0.020452147945300002,False
P001,2023-05-31,41,42.0,43.0,45.0,2,0.008589065840114356,False
P001,2023-06-01,36,41.0,37.0,44.714285714285715,3,0.012199643005570863,False
P001,2023-06-02,33,36.0,39.0,44.57142857142857,4,0.013637777689317834,False
P001,2023-06-03,53,33.0,52.0,43.714285714285715,5,0.015375446531853559,False
P001,2023-06-04,55,53.0,55.0,43.857142857142854,6,0.011101995761930012,False
P001,2023-06-05,0,55.0,47.0,43.857142857142854,0,0.09550088118956532,False
P001,2023-06-06,0,0.0,42.0,37.142857142857146,1,0.1467190757196749,False
P001,2023-06-07,0,0.0,41.0,31.142857142857142,2,0.16944563152562378,False
P001,2023-06-08,0,0.0,36.0,25.285714285714285,3,0.19490976588297534,False
P001,2023-06-09,36,0.0,33.0,20.142857142857142,4,0.1882423941410854,False
P001,2023-06-10,51,36.0,53.0,20.571428571428573,5,0.15937283871404687,False
P001,2023-06-11,52,51.0,55.0,20.285714285714285,6,0.1576746302511704,False
P001,2023-06-12,52,52.0,0.0,19.857142857142858,0,0.18918940672443116,False
P001,2023-06-13,38,52.0,0.0,27.285714285714285,1,0.15079502076427534,False
P001,2023-06-14,46,38.0,0.0,32.714285714285715,2,0.11748241825225328,False
P001,2023-06-15,37,46.0,0.0,39.285714285714285,3,0.09355897665594494,False
P001,2023-06-16,46,37.0,36.0,44.57142857142857,4,0.013336555423999702,False
P001,2023-06-17,58,46.0,51.0,46.0,5,0.008218248191550974,False
P001,2023-06-18,55,58.0,52.0,47.0,6,0.011710699951175244,False
P001,2023-06-19,41,55.0,52.0,47.42857142857143,0,0.015481404567250282,False
P001,2023-06-20,38,41.0,38.0,45.857142857142854,1,0.013075215595839861,False
P001,2023-06-21,44,38.0,46.0,45.857142857142854,2,0.010172390224060492,False
P001,2023-06-22,39,44.0,37.0,45.57142857142857,3,0.010851114327492289,False
P001,2023-06-23,36,39.0,46.0,45.857142857142854,4,0.011271895450423428,False
P001,2023-06-24,49,36.0,58.0,44.42857142857143,5,0.016206181704206447,False
P001,2023-06-25,57,49.0,55.0,43.142857142857146,6,0.014352184633244319,False
P001,2023-06-26,50,57.0,41.0,43.42857142857143,0,0.019200040190293522,False
P001,2023-06-27,43,50.0,38.0,44.714285714285715,1,0.020349088950783596,False
P001,2023-06-28,41,43.0,44.0,45.42857142857143,2,0.007535656879953706,False
P001,2023-06-29,43,41.0,39.0,45.0,3,0.012254227783491367,False
P001,2023-06-30,48,43.0,36.0,45.57142857142857,4,0.0124466729423824,False
P001,2023-07-01,57,48.0,49.0,47.285714285714285,5,0.01048046757815128,False
P001,2023-07-02,54,57.0,57.0,48.42857142857143,6,0.014347934433326284,False
P001,2023-07-03,47,54.0,50.0,48.0,0,0.015629099133468726,False
P001,2023-07-04,44,47.0,43.0,47.57142857142857,1,0.010105964431783415,False
P001,2023-07-05,50,44.0,41.0,47.714285714285715,2,0.012524433752624348,False
P001,2023-07-06,43,50.0,43.0,49.0,3,0.01382282088496617,False
P001,2023-07-07,36,43.0,48.0,49.0,4,0.019375946958058193,False
P001,2023-07-08,49,36.0,57.0,47.285714285714285,5,0.022210483554275774,False
P001,2023-07-09,64,49.0,54.0,46.142857142857146,6,0.0212017609533767,False
P001,2023-07-10,51,64.0,47.0,47.57142857142857,0,0.01390148453204631,False
P001,2023-07-11,41,51.0,44.0,48.142857142857146,1,0.012319630620700232,False
P001,2023-07-12,40,41.0,50.0,47.714285714285715,2,0.015922000023606244,False
P001,2023-07-13,49,40.0,43.0,46.285714285714285,3,0.01246541781210268,False
P001,2023-07-14,36,49.0,36.0,47.142857142857146,4,0.025049873246178866,False
P001,2023-07-15,51,36.0,49.0,47.142857142857146,5,0.016338443967772134,False
P001,2023-07-16,59,51.0,64.0,47.42857142857143,6,0.014337731909947327,False
P001,2023-07-17,40,59.0,51.0,46.714285714285715,0,0.01710772611283132,False
P001,2023-07-18,42,40.0,41.0,45.142857142857146,1,0.009525118755122946,False
P001,2023-07-19,41,42.0,40.0,45.285714285714285,2,0.008323178829392973,False
P001,2023-07-20,44,41.0,49.0,45.42857142857143,3,0.01578005515338732,False
P001,2023-07-21,49,44.0,36.0,44.714285714285715,4,0.012117131122276772,False
P001,2023-07-22,56,49.0,51.0,46.57142857142857,5,0.010043082492962908,False
P001,2023-07-23,59,56.0,59.0,47.285714285714285,6,0.012450297931274692,False
P001,2023-07-24,32,59.0,40.0,47.285714285714285,0,0.020190902071734313,False
P001,2023-07-25,42,32.0,42.0,46.142857142857146,1,0.014570738052180138,False
P001,2023-07-26,38,42.0,41.0,46.142857142857146,2,0.01015902021671626,False
P001,2023-07-27,36,38.0,44.0,45.714285714285715,3,0.011387088486418126,False
P001,2023-07-28,38,36.0,49.0,44.57142857142857,4,0.01629249484837732,False
P001,2023-07-29,54,38.0,56.0,43.0,5,0.014692002526548781,False
P001,2023-07-30,61,54.0,59.0,42.714285714285715,6,0.017437242743861565,False
P001,2023-07-31,35,61.0,32.0,43.0,0,0.024387908915740403,False
P001,2023-08-01,42,35.0,42.0,43.42857142857143,1,0.013927433656704433,False
P001,2023-08-02,40,42.0,38.0,43.42857142857143,2,0.014361238377315583,False
P001,2023-08-03,41,40.0,36.0,43.714285714285715,3,0.012301439159402131,False
P001,2023-08-04,47,41.0,38.0,44.42857142857143,4,0.011522371537060197,False
P001,2023-08-05,59,47.0,54.0,45.714285714285715,5,0.01156076659907483,False
P001,2023-08-06,63,59.0,61.0,46.42857142857143,6,0.015176822133632282,False
P001,2023-08-07,41,63.0,35.0,46.714285714285715,0,0.014803264559340144,False
P001,2023-08-08,9999,41.0,42.0,47.57142857142857,1,26.22397911903311,True
P001,2023-08-09,41,9999.0,40.0,1470.0,2,26.739860204828837,True
P001,2023-08-10,43,41.0,41.0,1470.142857142857,3,2.8377405409064087,True
P001,2023-08-11,43,43.0,47.0,1470.4285714285713,4,2.7377217249669936,True
P001,2023-08-12,51,43.0,59.0,1469.857142857143,5,2.8361911600205105,True
P001,2023-08-13,57,51.0,63.0,1468.7142857142858,6,3.134344058774695,True
P001,2023-08-14,43,57.0,41.0,1467.857142857143,0,3.7305458921873664,True
P001,2023-08-15,55,43.0,9999.0,1468.142857142857,1,26.750590685443008,True
P001,2023-08-16,52,55.0,41.0,47.57142857142857,2,0.02328736847158595,False
P001,2023-08-17,38,52.0,43.0,49.142857142857146,3,0.019940717136895998,False
P001,2023-08-18,41,38.0,43.0,48.42857142857143,4,0.01356599694316056,False
P001,2023-08-19,49,41.0,51.0,48.142857142857146,5,0.016863870061418845,False
P001,2023-08-20,53,49.0,57.0,47.857142857142854,6,0.01328557589819917,False
P001,2023-08-21,44,53.0,43.0,47.285714285714285,0,0.013514957178897998,False
P001,2023-08-22,48,44.0,55.0,47.42857142857143,1,0.02300664783995456,False
P001,2023-08-23,39,48.0,52.0,46.42857142857143,2,0.019634440640356667,False
P001,2023-08-24,39,39.0,38.0,44.57142857142857,3,0.011691552773119092,False
P001,2023-08-25,32,39.0,41.0,44.714285714285715,4,0.013049847893828306,False
P001,2023-08-26,56,32.0,49.0,43.42857142857143,5,0.01692328224494081,False
P001,2023-08-27,51,56.0,53.0,44.42857142857143,6,0.012277211784309098,False
P001,2023-08-28,40,51.0,44.0,44.142857142857146,0,0.013572100701673992,False
P001,2023-08-29,38,40.0,48.0,43.57142857142857,1,0.020411397488038795,False
P001,2023-08-30,42,38.0,39.0,42.142857142857146,2,0.015133476914432347,False
P001,2023-08-31,34,42.0,39.0,42.57142857142857,3,0.01810059156088756,False
P001,2023-09-01,35,34.0,32.0,41.857142857142854,4,0.02886813052641175,False
P001,2023-09-02,67,35.0,56.0,42.285714285714285,5,0.027823094276539683,False
P001,2023-09-03,50,67.0,51.0,43.857142857142854,6,0.024633851821271126,False
P001,2023-09-04,37,50.0,40.0,43.714285714285715,0,0.014764448189189048,False
P001,2023-09-05,52,37.0,38.0,43.285714285714285,1,0.02368981725032938,False
P001,2023-09-06,57,52.0,42.0,45.285714285714285,2,0.02819156657882287,False
P001,2023-09-07,37,57.0,34.0,47.42857142857143,3,0.03358569043974659,False
P001,2023-09-08,41,37.0,35.0,47.857142857142854,4,0.023817174485677883,False
P001,2023-09-09,58,41.0,67.0,48.714285714285715,5,0.01878227429723549,False
P001,2023-09-10,65,58.0,50.0,47.42857142857143,6,0.01645362915316401,False
P001,2023-09-11,38,65.0,37.0,49.57142857142857,0,0.018615695495731933,False
P001,2023-09-12,41,38.0,52.0,49.714285714285715,1,0.015545088727599726,False
P001,2023-09-13,46,41.0,57.0,48.142857142857146,2,0.02202234019141771,False
P001,2023-09-14,45,46.0,37.0,46.57142857142857,3,0.015768430156167284,False
P001,2023-09-15,41,45.0,41.0,47.714285714285715,4,0.012434619749797602,False
P001,2023-09-16,56,41.0,58.0,47.714285714285715,5,0.014749440508567935,False
P001,2023-09-17,50,56.0,65.0,47.42857142857143,6,0.01967372540287097,False
P001,2023-09-18,41,50.0,38.0,45.285714285714285,0,0.016723719202938546,False
P001,2023-09-19,41,41.0,41.0,45.714285714285715,1,0.009391241980491493,False
P001,2023-09-20,44,41.0,46.0,45.714285714285715,2,0.009145615765122695,False
P001,2023-09-21,40,44.0,45.0,45.42857142857143,3,0.014714982714619148,False
P001,2023-09-22,45,40.0,41.0,44.714285714285715,4,0.011048666565903776,False
P001,2023-09-23,62,45.0,56.0,45.285714285714285,5,0.014177643821428271,False
P001,2023-09-24,57,62.0,50.0,46.142857142857146,6,0.011681321318390666,False
P001,2023-09-25,44,57.0,41.0,47.142857142857146,0,0.01133626295079352,False
P001,2023-09-26,43,44.0,41.0,47.57142857142857,1,0.01044143665322151,False
P001,2023-09-27,43,43.0,44.0,47.857142857142854,2,0.012104362312277187,False
P001,2023-09-28,39,43.0,40.0,47.714285714285715,3,0.01377763686822609,False
P001,2023-09-29,44,39.0,45.0,47.57142857142857,4,0.010395601646139327,False
P001,2023-09-30,56,44.0,62.0,47.42857142857143,5,0.010692354270268942,False
P001,2023-10-01,67,56.0,57.0,46.57142857142857,6,0.014705641237653829,False
P001,2023-10-02,51,67.0,44.0,48.0,0,0.015623609041338115,False
P001,2023-10-03,45,51.0,43.0,49.0,1,0.012911312270250417,False
P001,2023-10-04,39,45.0,43.0,49.285714285714285,2,0.012879303080266885,False
P001,2023-10-05,37,39.0,39.0,48.714285714285715,3,0.017074471857543374,False
P001,2023-10-06,49,37.0,44.0,48.42857142857143,4,0.013716179243679178,False
P001,2023-10-07,58,49.0,56.0,49.142857142857146,5,0.009300623025528507,False
P001,2023-10-08,59,58.0,67.0,49.42857142857143,6,0.01724759469358016,False
P001,2023-10-09,34,59.0,51.0,48.285714285714285,0,0.016635432517588793,False
P001,2023-10-10,47,34.0,45.0,45.857142857142854,1,0.018498462966524666,False
P001,2023-10-11,45,47.0,39.0,46.142857142857146,2,0.013670754330355448,False
P001,2023-10-12,37,45.0,37.0,47.0,3,0.012690610227558036,False
P001,2023-10-13,40,37.0,49.0,47.0,4,0.01373313513967869,False
P001,2023-10-14,58,40.0,58.0,45.714285714285715,5,0.011854074470872247,False
P001,2023-10-15,57,58.0,59.0,45.714285714285715,6,0.014399518129859776,False
P001,2023-10-16,41,57.0,34.0,45.42857142857143,0,0.01825903026014517,False
P001,2023-10-17,42,41.0,47.0,46.42857142857143,1,0.014843565943641664,False
P001,2023-10-18,42,42.0,45.0,45.714285714285715,2,0.008004374177805505,False
P001,2023-10-19,44,42.0,37.0,45.285714285714285,3,0.012977226531958486,False
P001,2023-10-20,50,44.0,40.0,46.285714285714285,4,0.013678326882294612,False
P001,2023-10-21,44,50.0,58.0,47.714285714285715,5,0.021911781745400656,False
P001,2023-10-22,56,44.0,57.0,45.714285714285715,6,0.020008825919085,False
P001,2023-10-23,44,56.0,41.0,45.57142857142857,0,0.011805360801255948,False
P001,2023-10-24,44,44.0,42.0,46.0,1,0.010477053433289437,False
P001,2023-10-25,41,44.0,42.0,46.285714285714285,2,0.00928459987150374,False
P001,2023-10-26,34,41.0,44.0,46.142857142857146,3,0.01318189251519282,False
P001,2023-10-27,45,34.0,50.0,44.714285714285715,4,0.0205875726678582,False
P001,2023-10-28,66,45.0,44.0,44.0,5,0.03010549561468583,False
P001,2023-10-29,49,66.0,56.0,47.142857142857146,6,0.024849005437764315,False
P001,2023-10-30,47,49.0,44.0,46.142857142857146,0,0.019238867203939067,False
P001,2023-10-31,41,47.0,44.0,46.57142857142857,1,0.012496987515950856,False
P001,2023-11-01,43,41.0,41.0,46.142857142857146,2,0.009537582005491938,False
P001,2023-11-02,38,43.0,34.0,46.42857142857143,3,0.012105470619332509,False
P001,2023-11-03,41,38.0,45.0,47.0,4,0.010010125538365167,False
P001,2023-11-04,64,41.0,66.0,46.42857142857143,5,0.017300237882989372,False
P001,2023-11-05,60,64.0,49.0,46.142857142857146,6,0.01700324246663524,False
P001,2023-11-06,52,60.0,47.0,47.714285714285715,0,0.01294489894250427,False
P001,2023-11-07,49,52.0,41.0,48.42857142857143,1,0.014049487173642248,False
P001,2023-11-08,45,49.0,43.0,49.57142857142857,2,0.013696401332793285,False
P001,2023-11-09,52,45.0,38.0,49.857142857142854,3,0.01451379287470951,False
P001,2023-11-10,45,52.0,41.0,51.857142857142854,4,0.0132041068385113,False
P001,2023-11-11,61,45.0,64.0,52.42857142857143,5,0.01843408500380691,False
P001,2023-11-12,56,61.0,60.0,52.0,6,0.01432239926441117,False
P001,2023-11-13,43,56.0,52.0,51.42857142857143,0,0.016853701397947084,False
P001,2023-11-14,40,43.0,49.0,50.142857142857146,1,0.010547114380115161,False
P001,2023-11-15,48,40.0,45.0,48.857142857142854,2,0.010815605825213374,False
P001,2023-11-16,37,48.0,52.0,49.285714285714285,3,0.014104812972896725,False
P001,2023-11-17,47,37.0,45.0,47.142857142857146,4,0.012674295814868269,False
P001,2023-11-18,56,47.0,61.0,47.42857142857143,5,0.00999907252861313,False
P001,2023-11-19,63,56.0,56.0,46.714285714285715,6,0.010534907293291696,False
P001,2023-11-20,47,63.0,43.0,47.714285714285715,0,0.013278890413259803,False
P001,2023-11-21,52,47.0,40.0,48.285714285714285,1,0.012639992684192016,False
P001,2023-11-22,47,52.0,48.0,50.0,2,0.015316157585499316,False
P001,2023-11-23,35,47.0,37.0,49.857142857142854,3,0.021699779510481403,False
P001,2023-11-24,43,35.0,47.0,49.57142857142857,4,0.018807254135604863,False
P001,2023-11-25,51,43.0,56.0,49.0,5,0.016575712151825538,False
P001,2023-11-26,55,51.0,63.0,48.285714285714285,6,0.012543274291757847,False
P001,2023-11-27,51,55.0,47.0,47.142857142857146,0,0.015312387640467407,False
P001,2023-11-28,46,51.0,52.0,47.714285714285715,1,0.02188525129788923,False
P001,2023-11-29,40,46.0,47.0,46.857142857142854,2,0.01431816775162057,False
P001,2023-11-30,38,40.0,35.0,45.857142857142854,3,0.011196042231600704,False
P001,2023-12-01,44,38.0,43.0,46.285714285714285,4,0.010919609237536465,False
P001,2023-12-02,51,44.0,51.0,46.42857142857143,5,0.012263988724211802,False
P001,2023-12-03,54,51.0,55.0,46.42857142857143,6,0.014948224114523673,False
P001,2023-12-04,45,54.0,51.0,46.285714285714285,0,0.015682754808187628,False
P001,2023-12-05,49,45.0,46.0,45.42857142857143,1,0.013364162575538038,False
P001,2023-12-06,46,49.0,40.0,45.857142857142854,2,0.015236944466371864,False
P001,2023-12-07,32,46.0,38.0,46.714285714285715,3,0.01688803490830613,False
P001,2023-12-08,45,32.0,44.0,45.857142857142854,4,0.019065920177702676,False
P001,2023-12-09,58,45.0,51.0,46.0,5,0.009315845303381757,False
P001,2023-12-10,59,58.0,54.0,47.0,6,0.010193951696391434,False
P001,2023-12-11,52,59.0,45.0,47.714285714285715,0,0.012486283744280801,False
