Order_ID,Product,Price_Each,Quantity_Ordered,Order_Date,Purchase_Address
10116,MacBook Pro,"ETB 120,000",,2025.03.22,"Mekelle, Ethiopia"
10117,Samsung S22,"ETB 38,000",,,"Hawassa, Ethiopia"
10118,MacBook Pro,"ETB 120,000",-3.0,,"Megenagna, Addis Ababa"
10119,MacBook Pro,"ETB 120,000",-1.0,2025.03.22,
10120,Laptop Bag,"ETB 2,500",,2025-02-10,"Megenagna, Addis Ababa"
10121,Samsung S22,"ETB 38,000",2.0,,"Bole, Addis Ababa"
10122,Laptop Bag,"ETB 2,500",,2025/01/15,
10123,Wireless Mouse,"ETB 1,200",-3.0,2025.03.22,"Bahir Dar, Ethiopia"
10124,MacBook Pro,"ETB 120,000",,2025/04/05,"Bole, Addis Ababa"
10125,MacBook Pro,"ETB 120,000",-3.0,,"Hawassa, Ethiopia"
10126,Shoe,"ETB 3,500",3.0,,"Bole, Addis Ababa"
10127,MacBook Pro,"ETB 120,000",,,"Bahir Dar, Ethiopia"
10128,iPhone 13,"ETB 45,000",3.0,2025.03.22,
10129,Shoe,"ETB 3,500",,,"Adama, Ethiopia"
10130,Shoe,"ETB 3,500",-1.0,,"Bahir Dar, Ethiopia"
10131,Shoe,"ETB 3,500",1.0,2025-05-12,"Bole, Addis Ababa"
10132,Laptop Bag,"ETB 2,500",3.0,,"Mekelle, Ethiopia"
10133,Shoe,"ETB 3,500",3.0,2025-02-10,
10134,MacBook Pro,"ETB 120,000",3.0,,"Adama, Ethiopia"
10135,Shoe,"ETB 3,500",1.0,,
10136,iPhone 13,"ETB 45,000",3.0,,"Bahir Dar, Ethiopia"
10137,Samsung S22,"ETB 38,000",3.0,,
10138,iPhone 13,"ETB 45,000",3.0,,"Megenagna, Addis Ababa"
10139,Wireless Mouse,"ETB 1,200",-3.0,,"Bole, Addis Ababa"
10140,Wireless Mouse,"ETB 1,200",-1.0,,"Hawassa, Ethiopia"
10141,Wireless Mouse,"ETB 1,200",-3.0,,"Adama, Ethiopia"
10142,Wireless Mouse,"ETB 1,200",3.0,2025.03.22,
10143,Shoe,"ETB 3,500",-3.0,,
10144,iPhone 13,"ETB 45,000",3.0,2025/01/15,"Hawassa, Ethiopia"
10145,MacBook Pro,"ETB 120,000",2.0,2025/04/05,"Bahir Dar, Ethiopia"
10146,Laptop Bag,"ETB 2,500",,2025/01/15,
10147,MacBook Pro,"ETB 120,000",-3.0,2025/01/15,"Adama, Ethiopia"
10148,Samsung S22,"ETB 38,000",-1.0,,
10149,Laptop Bag,"ETB 2,500",-1.0,,"Adama, Ethiopia"
10150,iPhone 13,"ETB 45,000",1.0,2025-02-10,"Megenagna, Addis Ababa"
10151,MacBook Pro,"ETB 120,000",3.0,,"Hawassa, Ethiopia"
10152,Laptop Bag,"ETB 2,500",-3.0,,
10153,Samsung S22,"ETB 38,000",3.0,2025.03.22,"Megenagna, Addis Ababa"
10154,Laptop Bag,"ETB 2,500",-1.0,2025-02-10,
10155,iPhone 13,"ETB 45,000",-1.0,,
10156,MacBook Pro,"ETB 120,000",-3.0,2025-05-12,"Bole, Addis Ababa"
10157,Wireless Mouse,"ETB 1,200",3.0,2025-05-12,"Bahir Dar, Ethiopia"
10158,iPhone 13,"ETB 45,000",-1.0,,
10159,MacBook Pro,"ETB 120,000",-1.0,,
10160,Shoe,"ETB 3,500",,,"Mekelle, Ethiopia"
10161,iPhone 13,"ETB 45,000",,2025/04/05,
10162,Shoe,"ETB 3,500",1.0,,
10163,Wireless Mouse,"ETB 1,200",2.0,2025.03.22,"Bole, Addis Ababa"
10164,Shoe,"ETB 3,500",-3.0,,
10165,Wireless Mouse,"ETB 1,200",1.0,2025/01/15,
10166,Laptop Bag,"ETB 2,500",,,"Mekelle, Ethiopia"
10167,Wireless Mouse,"ETB 1,200",,,
10168,MacBook Pro,"ETB 120,000",,,"Adama, Ethiopia"
10169,Laptop Bag,"ETB 2,500",1.0,2025.03.22,
10170,Shoe,"ETB 3,500",-3.0,,"Hawassa, Ethiopia"
10171,MacBook Pro,"ETB 120,000",-3.0,,
10172,MacBook Pro,"ETB 120,000",2.0,,
10173,Shoe,"ETB 3,500",-1.0,,
10174,Laptop Bag,"ETB 2,500",2.0,2025/04/05,
10175,Laptop Bag,"ETB 2,500",3.0,,
10176,Wireless Mouse,"ETB 1,200",-1.0,,"Bahir Dar, Ethiopia"
10177,MacBook Pro,"ETB 120,000",-3.0,,"Megenagna, Addis Ababa"
10178,Shoe,"ETB 3,500",1.0,2025-05-12,
10179,iPhone 13,"ETB 45,000",,2025-02-10,
10180,Samsung S22,"ETB 38,000",-1.0,,"Bahir Dar, Ethiopia"
10181,Wireless Mouse,"ETB 1,200",3.0,,
10182,Laptop Bag,"ETB 2,500",3.0,,"Megenagna, Addis Ababa"
10183,Wireless Mouse,"ETB 1,200",-3.0,2025/04/05,
10184,iPhone 13,"ETB 45,000",,,"Hawassa, Ethiopia"
10185,Samsung S22,"ETB 38,000",2.0,2025/04/05,
10186,Samsung S22,"ETB 38,000",3.0,,"Bahir Dar, Ethiopia"
10187,Samsung S22,"ETB 38,000",-3.0,2025-05-12,"Bole, Addis Ababa"
10188,Laptop Bag,"ETB 2,500",-3.0,2025.03.22,"Bole, Addis Ababa"
10189,Laptop Bag,"ETB 2,500",,2025-05-12,"Adama, Ethiopia"
10190,Wireless Mouse,"ETB 1,200",2.0,,
10191,Samsung S22,"ETB 38,000",1.0,2025/01/15,"Bahir Dar, Ethiopia"
10192,iPhone 13,"ETB 45,000",-1.0,,
10193,MacBook Pro,"ETB 120,000",-1.0,,"Adama, Ethiopia"
10194,Wireless Mouse,"ETB 1,200",-1.0,2025-05-12,"Bahir Dar, Ethiopia"
10195,Samsung S22,"ETB 38,000",2.0,,"Adama, Ethiopia"
10196,MacBook Pro,"ETB 120,000",,2025.03.22,"Hawassa, Ethiopia"
10197,Shoe,"ETB 3,500",2.0,2025/01/15,
10198,Shoe,"ETB 3,500",1.0,,
10199,Shoe,"ETB 3,500",-3.0,,"Bahir Dar, Ethiopia"
10200,Samsung S22,"ETB 38,000",,2025/01/15,"Adama, Ethiopia"
10201,MacBook Pro,"ETB 120,000",1.0,2025/01/15,
10202,iPhone 13,"ETB 45,000",3.0,,
10203,Laptop Bag,"ETB 2,500",2.0,,
10204,Wireless Mouse,"ETB 1,200",1.0,,
10205,Laptop Bag,"ETB 2,500",,2025.03.22,
10206,MacBook Pro,"ETB 120,000",-1.0,2025/01/15,"Adama, Ethiopia"
10207,Samsung S22,"ETB 38,000",-1.0,2025-02-10,"Mekelle, Ethiopia"
10208,iPhone 13,"ETB 45,000",2.0,2025/01/15,"Bole, Addis Ababa"
10209,MacBook Pro,"ETB 120,000",,,
10210,Wireless Mouse,"ETB 1,200",,,
10211,Laptop Bag,"ETB 2,500",3.0,,"Adama, Ethiopia"
10212,Samsung S22,"ETB 38,000",,2025/01/15,
10213,MacBook Pro,"ETB 120,000",2.0,,
10214,MacBook Pro,"ETB 120,000",2.0,2025.03.22,"Bole, Addis Ababa"
10215,Samsung S22,"ETB 38,000",2.0,2025/01/15,"Bole, Addis Ababa"
10216,Samsung S22,"ETB 38,000",3.0,,
10217,Samsung S22,"ETB 38,000",1.0,,"Bole, Addis Ababa"
10218,Laptop Bag,"ETB 2,500",-3.0,,
10219,Laptop Bag,"ETB 2,500",-3.0,,
10220,Samsung S22,"ETB 38,000",3.0,2025/04/05,"Hawassa, Ethiopia"
10221,iPhone 13,"ETB 45,000",1.0,2025/04/05,
10222,MacBook Pro,"ETB 120,000",-3.0,,"Hawassa, Ethiopia"
10223,Wireless Mouse,"ETB 1,200",1.0,2025.03.22,
10224,Wireless Mouse,"ETB 1,200",2.0,,"Bole, Addis Ababa"
10225,Shoe,"ETB 3,500",2.0,2025/01/15,
10226,iPhone 13,"ETB 45,000",-1.0,,"Adama, Ethiopia"
10227,Samsung S22,"ETB 38,000",-1.0,2025-05-12,"Adama, Ethiopia"
10228,Samsung S22,"ETB 38,000",,2025-05-12,"Hawassa, Ethiopia"
10229,Wireless Mouse,"ETB 1,200",1.0,2025/04/05,"Bole, Addis Ababa"
10230,MacBook Pro,"ETB 120,000",3.0,,"Megenagna, Addis Ababa"
10231,MacBook Pro,"ETB 120,000",1.0,2025/01/15,"Adama, Ethiopia"
10232,Laptop Bag,"ETB 2,500",-3.0,2025/01/15,"Hawassa, Ethiopia"
10233,MacBook Pro,"ETB 120,000",2.0,2025-02-10,"Bole, Addis Ababa"
10234,MacBook Pro,"ETB 120,000",1.0,2025-02-10,
10235,iPhone 13,"ETB 45,000",-1.0,,
10236,Laptop Bag,"ETB 2,500",3.0,2025.03.22,"Bole, Addis Ababa"
10237,Samsung S22,"ETB 38,000",-1.0,2025-02-10,"Mekelle, Ethiopia"
10238,Shoe,"ETB 3,500",,,"Megenagna, Addis Ababa"
10239,iPhone 13,"ETB 45,000",,2025-05-12,"Bole, Addis Ababa"
10240,Wireless Mouse,"ETB 1,200",2.0,,"Mekelle, Ethiopia"
10241,MacBook Pro,"ETB 120,000",,,"Adama, Ethiopia"
10242,Wireless Mouse,"ETB 1,200",3.0,2025.03.22,"Hawassa, Ethiopia"
10243,MacBook Pro,"ETB 120,000",3.0,2025/04/05,"Adama, Ethiopia"
10244,Shoe,"ETB 3,500",2.0,,
10245,Laptop Bag,"ETB 2,500",-3.0,,
10246,Samsung S22,"ETB 38,000",2.0,,"Hawassa, Ethiopia"
10247,MacBook Pro,"ETB 120,000",,,"Bahir Dar, Ethiopia"
10248,Wireless Mouse,"ETB 1,200",,2025-02-10,"Bole, Addis Ababa"
10249,Laptop Bag,"ETB 2,500",3.0,,"Megenagna, Addis Ababa"
10250,Laptop Bag,"ETB 2,500",3.0,2025/01/15,"Bahir Dar, Ethiopia"
10251,Wireless Mouse,"ETB 1,200",-3.0,2025/01/15,
10252,Shoe,"ETB 3,500",,,
10253,Laptop Bag,"ETB 2,500",,,"Bahir Dar, Ethiopia"
10254,iPhone 13,"ETB 45,000",1.0,,"Megenagna, Addis Ababa"
10255,Samsung S22,"ETB 38,000",-3.0,,"Megenagna, Addis Ababa"
10256,Wireless Mouse,"ETB 1,200",-1.0,,"Adama, Ethiopia"
10257,Shoe,"ETB 3,500",-3.0,,
10258,Wireless Mouse,"ETB 1,200",3.0,2025-05-12,"Megenagna, Addis Ababa"
10259,MacBook Pro,"ETB 120,000",-3.0,,
10260,MacBook Pro,"ETB 120,000",,2025.03.22,"Bahir Dar, Ethiopia"
10261,Laptop Bag,"ETB 2,500",-3.0,,
10262,Wireless Mouse,"ETB 1,200",-3.0,,"Mekelle, Ethiopia"
10263,MacBook Pro,"ETB 120,000",,,"Megenagna, Addis Ababa"
10264,Wireless Mouse,"ETB 1,200",2.0,2025.03.22,"Megenagna, Addis Ababa"
10265,Samsung S22,"ETB 38,000",,2025/01/15,
10266,iPhone 13,"ETB 45,000",1.0,2025-05-12,"Bole, Addis Ababa"
10267,Laptop Bag,"ETB 2,500",1.0,2025/04/05,
10268,Samsung S22,"ETB 38,000",-1.0,2025-05-12,
10269,Shoe,"ETB 3,500",3.0,,"Bole, Addis Ababa"
10270,Wireless Mouse,"ETB 1,200",1.0,,"Bole, Addis Ababa"
10271,iPhone 13,"ETB 45,000",2.0,2025.03.22,
10272,MacBook Pro,"ETB 120,000",2.0,2025-05-12,
10273,Shoe,"ETB 3,500",3.0,2025-05-12,"Bahir Dar, Ethiopia"
10274,iPhone 13,"ETB 45,000",,2025-05-12,
10275,Samsung S22,"ETB 38,000",-1.0,2025-02-10,"Hawassa, Ethiopia"
10276,Laptop Bag,"ETB 2,500",,,
10277,Wireless Mouse,"ETB 1,200",1.0,,"Bole, Addis Ababa"
10278,MacBook Pro,"ETB 120,000",-1.0,2025/04/05,"Hawassa, Ethiopia"
10279,Shoe,"ETB 3,500",-1.0,2025/01/15,
10280,MacBook Pro,"ETB 120,000",3.0,2025/01/15,"Hawassa, Ethiopia"
10281,MacBook Pro,"ETB 120,000",-3.0,,"Hawassa, Ethiopia"
10282,MacBook Pro,"ETB 120,000",3.0,2025.03.22,"Adama, Ethiopia"
10283,Wireless Mouse,"ETB 1,200",2.0,,
10284,Samsung S22,"ETB 38,000",-3.0,,"Bole, Addis Ababa"
10285,Shoe,"ETB 3,500",-3.0,2025-05-12,
10286,Samsung S22,"ETB 38,000",,,"Mekelle, Ethiopia"
10287,MacBook Pro,"ETB 120,000",2.0,2025/01/15,"Bole, Addis Ababa"
10288,iPhone 13,"ETB 45,000",3.0,2025/04/05,
10289,MacBook Pro,"ETB 120,000",1.0,2025/04/05,
10290,Wireless Mouse,"ETB 1,200",,,"Bahir Dar, Ethiopia"
10291,Samsung S22,"ETB 38,000",-3.0,2025-05-12,"Megenagna, Addis Ababa"
10292,Samsung S22,"ETB 38,000",3.0,2025.03.22,"Adama, Ethiopia"
10293,Laptop Bag,"ETB 2,500",,2025-05-12,
10294,iPhone 13,"ETB 45,000",-3.0,2025-02-10,"Mekelle, Ethiopia"
10295,Wireless Mouse,"ETB 1,200",-1.0,,
10296,Wireless Mouse,"ETB 1,200",1.0,,"Hawassa, Ethiopia"
10297,Laptop Bag,"ETB 2,500",,2025/01/15,"Bole, Addis Ababa"
10298,Wireless Mouse,"ETB 1,200",,,"Hawassa, Ethiopia"
10299,Wireless Mouse,"ETB 1,200",,2025/04/05,
10300,Shoe,"ETB 3,500",3.0,,
10301,iPhone 13,"ETB 45,000",2.0,2025.03.22,
10302,Samsung S22,"ETB 38,000",-3.0,,
10303,Samsung S22,"ETB 38,000",-3.0,,
10304,iPhone 13,"ETB 45,000",2.0,,"Adama, Ethiopia"
10305,Wireless Mouse,"ETB 1,200",3.0,,
10306,Laptop Bag,"ETB 2,500",-3.0,,"Hawassa, Ethiopia"
10307,Laptop Bag,"ETB 2,500",2.0,,
10308,Laptop Bag,"ETB 2,500",3.0,,"Mekelle, Ethiopia"
10309,Wireless Mouse,"ETB 1,200",2.0,,
10310,Wireless Mouse,"ETB 1,200",-3.0,2025/01/15,
10311,Laptop Bag,"ETB 2,500",3.0,,
10312,Samsung S22,"ETB 38,000",-1.0,2025-05-12,
10313,MacBook Pro,"ETB 120,000",2.0,2025-02-10,"Hawassa, Ethiopia"
10314,Wireless Mouse,"ETB 1,200",-3.0,,
10315,iPhone 13,"ETB 45,000",,2025.03.22,"Adama, Ethiopia"
10316,MacBook Pro,"ETB 120,000",-1.0,,"Mekelle, Ethiopia"
10317,Shoe,"ETB 3,500",3.0,2025/04/05,"Adama, Ethiopia"
10318,MacBook Pro,"ETB 120,000",2.0,,"Megenagna, Addis Ababa"
10319,Wireless Mouse,"ETB 1,200",1.0,2025.03.22,"Hawassa, Ethiopia"
10320,iPhone 13,"ETB 45,000",,,"Mekelle, Ethiopia"
10321,iPhone 13,"ETB 45,000",-1.0,2025-05-12,"Bahir Dar, Ethiopia"
10322,iPhone 13,"ETB 45,000",,,"Hawassa, Ethiopia"
10323,Laptop Bag,"ETB 2,500",,2025-02-10,"Hawassa, Ethiopia"
10324,Samsung S22,"ETB 38,000",,2025/04/05,"Adama, Ethiopia"
10325,iPhone 13,"ETB 45,000",1.0,2025.03.22,"Megenagna, Addis Ababa"
10326,Laptop Bag,"ETB 2,500",,2025/04/05,"Bahir Dar, Ethiopia"
10327,Shoe,"ETB 3,500",2.0,2025.03.22,
10328,iPhone 13,"ETB 45,000",2.0,,"Mekelle, Ethiopia"
10329,Wireless Mouse,"ETB 1,200",,2025-05-12,"Megenagna, Addis Ababa"
10330,MacBook Pro,"ETB 120,000",2.0,,
10331,MacBook Pro,"ETB 120,000",1.0,,"Bole, Addis Ababa"
10332,Shoe,"ETB 3,500",-1.0,,"Bahir Dar, Ethiopia"
10333,MacBook Pro,"ETB 120,000",2.0,2025/04/05,
10334,MacBook Pro,"ETB 120,000",3.0,2025.03.22,
10335,Samsung S22,"ETB 38,000",1.0,,"Hawassa, Ethiopia"
10336,Samsung S22,"ETB 38,000",2.0,,
10337,Wireless Mouse,"ETB 1,200",1.0,2025-05-12,
10338,Laptop Bag,"ETB 2,500",-3.0,2025-02-10,"Megenagna, Addis Ababa"
10339,Shoe,"ETB 3,500",3.0,,"Adama, Ethiopia"
10340,Laptop Bag,"ETB 2,500",-1.0,,
10341,Samsung S22,"ETB 38,000",-3.0,2025-05-12,"Megenagna, Addis Ababa"
10342,Samsung S22,"ETB 38,000",-1.0,,
10343,Laptop Bag,"ETB 2,500",1.0,2025/04/05,"Hawassa, Ethiopia"
10344,iPhone 13,"ETB 45,000",2.0,2025-05-12,
10345,iPhone 13,"ETB 45,000",-3.0,2025-02-10,
10346,Shoe,"ETB 3,500",1.0,,"Hawassa, Ethiopia"
10347,Samsung S22,"ETB 38,000",,2025-05-12,"Bole, Addis Ababa"
10348,iPhone 13,"ETB 45,000",-3.0,,"Megenagna, Addis Ababa"
10349,Shoe,"ETB 3,500",2.0,2025/04/05,
10350,MacBook Pro,"ETB 120,000",,,"Mekelle, Ethiopia"
10351,Samsung S22,"ETB 38,000",1.0,2025.03.22,
10352,MacBook Pro,"ETB 120,000",2.0,,"Hawassa, Ethiopia"
10353,iPhone 13,"ETB 45,000",-1.0,2025-02-10,
10354,Laptop Bag,"ETB 2,500",,2025-02-10,
10355,iPhone 13,"ETB 45,000",1.0,,"Megenagna, Addis Ababa"
10356,Shoe,"ETB 3,500",-1.0,2025-05-12,"Mekelle, Ethiopia"
10357,Wireless Mouse,"ETB 1,200",-3.0,2025/01/15,
10358,Laptop Bag,"ETB 2,500",-1.0,2025-05-12,
10359,iPhone 13,"ETB 45,000",1.0,2025/01/15,"Mekelle, Ethiopia"
10360,Samsung S22,"ETB 38,000",2.0,,"Megenagna, Addis Ababa"
10361,iPhone 13,"ETB 45,000",-3.0,,"Megenagna, Addis Ababa"
10362,MacBook Pro,"ETB 120,000",3.0,2025-05-12,
10363,MacBook Pro,"ETB 120,000",-1.0,2025.03.22,"Bahir Dar, Ethiopia"
10364,Wireless Mouse,"ETB 1,200",3.0,2025/04/05,"Bole, Addis Ababa"
10365,Shoe,"ETB 3,500",-1.0,2025/01/15,
10366,Samsung S22,"ETB 38,000",,2025/04/05,
10367,Laptop Bag,"ETB 2,500",-3.0,,"Mekelle, Ethiopia"
10368,Samsung S22,"ETB 38,000",2.0,,"Mekelle, Ethiopia"
10369,Samsung S22,"ETB 38,000",2.0,2025/01/15,
10370,MacBook Pro,"ETB 120,000",1.0,2025.03.22,
10371,iPhone 13,"ETB 45,000",-3.0,,"Mekelle, Ethiopia"
10372,iPhone 13,"ETB 45,000",-3.0,,
10373,iPhone 13,"ETB 45,000",2.0,,"Adama, Ethiopia"
10374,Samsung S22,"ETB 38,000",,,
10375,Laptop Bag,"ETB 2,500",1.0,,"Mekelle, Ethiopia"
10376,Samsung S22,"ETB 38,000",1.0,,
10377,MacBook Pro,"ETB 120,000",-1.0,,"Adama, Ethiopia"
10378,MacBook Pro,"ETB 120,000",1.0,,
10379,MacBook Pro,"ETB 120,000",1.0,2025-05-12,
10380,MacBook Pro,"ETB 120,000",,,
10381,Laptop Bag,"ETB 2,500",-1.0,2025-02-10,
10382,Laptop Bag,"ETB 2,500",2.0,2025-02-10,
10383,Shoe,"ETB 3,500",-3.0,,"Megenagna, Addis Ababa"
10384,Laptop Bag,"ETB 2,500",-3.0,,"Adama, Ethiopia"
10385,MacBook Pro,"ETB 120,000",2.0,,"Mekelle, Ethiopia"
10386,Laptop Bag,"ETB 2,500",-3.0,,"Mekelle, Ethiopia"
10387,Laptop Bag,"ETB 2,500",-1.0,,"Hawassa, Ethiopia"
10388,Shoe,"ETB 3,500",2.0,,"Adama, Ethiopia"
