product_id,date,sales
P001,2023-10-10,47
P001,2023-10-11,45
P001,2023-10-12,37
P001,2023-10-13,40
P001,2023-10-14,58
P001,2023-10-15,57
P001,2023-10-16,41
P001,2023-10-17,42
P001,2023-10-18,42
P001,2023-10-19,44
P001,2023-10-20,50
P001,2023-10-21,44
P001,2023-10-22,56
P001,2023-10-23,44
P001,2023-10-24,44
P001,2023-10-25,41
P001,2023-10-26,34
P001,2023-10-27,45
P001,2023-10-28,66
P001,2023-10-29,49
P001,2023-10-30,47
P001,2023-10-31,41
P001,2023-11-01,43
P001,2023-11-02,38
P001,2023-11-03,41
P001,2023-11-04,64
P001,2023-11-05,60
P001,2023-11-06,52
P001,2023-11-07,49
P001,2023-11-08,45
P001,2023-11-09,52
P001,2023-11-10,45
P001,2023-11-11,61
P001,2023-11-12,56
P001,2023-11-13,43
P001,2023-11-14,40
P001,2023-11-15,48
P001,2023-11-16,37
P001,2023-11-17,47
P001,2023-11-18,56
P001,2023-11-19,63
P001,2023-11-20,47
P001,2023-11-21,52
P001,2023-11-22,47
P001,2023-11-23,35
P001,2023-11-24,43
P001,2023-11-25,51
P001,2023-11-26,55
P001,2023-11-27,51
P001,2023-11-28,46
P001,2023-11-29,40
P001,2023-11-30,38
P001,2023-12-01,44
P001,2023-12-02,51
P001,2023-12-03,54
P001,2023-12-04,45
P001,2023-12-05,49
P001,2023-12-06,46
P001,2023-12-07,32
P001,2023-12-08,45
P001,2023-12-09,58
P001,2023-12-10,59
P001,2023-12-11,52
P001,2023-12-12,33
P001,2023-12-13,41
P001,2023-12-14,46
P001,2023-12-15,36
P001,2023-12-16,65
P001,2023-12-17,59
P001,2023-12-18,48
P001,2023-12-19,41
P001,2023-12-20,48
P001,2023-12-21,49
P001,2023-12-22,45
P001,2023-12-23,59
P001,2023-12-24,59
P001,2023-12-25,39
P001,2023-12-26,43
P001,2023-12-27,43
P001,2023-12-28,46
P001,2023-12-29,49
P001,2023-12-30,52
P001,2023-12-31,57
P001,2024-01-01,51
P001,2024-01-02,40
P001,2024-01-03,40
P001,2024-01-04,45
P001,2024-01-05,48
P001,2024-01-06,58
P001,2024-01-07,64
P001,2024-01-08,48
P001,2024-01-09,48
P001,2024-01-10,47
P001,2024-01-11,55
P001,2024-01-12,43
P001,2024-01-13,48
P001,2024-01-14,66
P001,2024-01-15,42
P001,2024-01-16,44
P001,2024-01-17,50
P001,2024-01-18,36
P001,2024-01-19,38
P001,2024-01-20,50
P001,2024-01-21,54
P001,2024-01-22,46
P001,2024-01-23,46
P001,2024-01-24,45
P001,2024-01-25,37
P001,2024-01-26,32
P001,2024-01-27,58
P001,2024-01-28,56
P001,2024-01-29,46
P001,2024-01-30,47
P001,2024-01-31,45
P001,2024-02-01,48
P001,2024-02-02,45
P001,2024-02-03,61
P001,2024-02-04,54
P001,2024-02-05,43
P001,2024-02-06,45
P001,2024-02-07,48
P001,2024-02-08,42
P001,2024-02-09,47
P001,2024-02-10,57
P001,2024-02-11,57
P001,2024-02-12,48
P001,2024-02-13,34
P001,2024-02-14,38
P001,2024-02-15,37
P001,2024-02-16,32
P001,2024-02-17,55
P001,2024-02-18,62
P001,2024-02-19,43
P001,2024-02-20,45
P001,2024-02-21,50
P001,2024-02-22,51
P001,2024-02-23,44
P001,2024-02-24,65
P001,2024-02-25,59
P001,2024-02-26,40
P001,2024-02-27,41
P001,2024-02-28,37
P001,2024-02-29,40
P001,2024-03-01,42
P001,2024-03-02,62
P001,2024-03-03,67
P001,2024-03-04,37
P001,2024-03-05,46
P001,2024-03-06,39
P001,2024-03-07,47
P001,2024-03-08,44
P001,2024-03-09,49
P001,2024-03-10,63
P001,2024-03-11,41
P001,2024-03-12,42
P001,2024-03-13,39
P001,2024-03-14,41
P001,2024-03-15,47
P001,2024-03-16,57
P001,2024-03-17,60
P001,2024-03-18,46
P001,2024-03-19,51
P001,2024-03-20,43
P001,2024-03-21,37
P001,2024-03-22,50
P001,2024-03-23,57
P001,2024-03-24,64
P001,2024-03-25,46
P001,2024-03-26,44
P001,2024-03-27,46
P001,2024-03-28,54
P001,2024-03-29,55
P001,2024-03-30,59
P001,2024-03-31,59
P001,2024-04-01,50
P001,2024-04-02,40
P001,2024-04-03,46
P001,2024-04-04,44
P001,2024-04-05,46
P001,2024-04-06,54
P001,2024-04-07,51
P001,2024-04-08,34
P001,2024-04-09,39
P001,2024-04-10,42
P001,2024-04-11,43
P001,2024-04-12,54
P001,2024-04-13,64
P001,2024-04-14,54
P001,2024-04-15,46
P001,2024-04-16,43
P001,2024-04-17,43
P001,2024-04-18,46
P001,2024-04-19,48
P001,2024-04-20,57
P001,2024-04-21,64
P001,2024-04-22,39
P001,2024-04-23,45
P001,2024-04-24,58
P001,2024-04-25,46
P001,2024-04-26,52
P001,2024-04-27,59
P001,2024-04-28,62
P001,2024-04-29,45
P001,2024-04-30,44
P001,2024-05-01,41
P001,2024-05-02,47
P001,2024-05-03,41
P001,2024-05-04,62
P001,2024-05-05,64
P001,2024-05-06,47
P001,2024-05-07,43
P001,2024-05-08,47
P001,2024-05-09,43
P001,2024-05-10,50
P001,2024-05-11,50
P001,2024-05-12,57
P001,2024-05-13,35
P001,2024-05-14,38
P001,2024-05-15,52
P001,2024-05-16,49
P001,2024-05-17,41
P001,2024-05-18,52
P001,2024-05-19,44
P001,2024-05-20,42
P001,2024-05-21,57
P001,2024-05-22,47
P001,2024-05-23,42
P001,2024-05-24,47
P001,2024-05-25,51
P001,2024-05-26,58
P001,2024-05-27,46
P001,2024-05-28,45
P001,2024-05-29,49
P001,2024-05-30,47
P001,2024-05-31,49
P001,2024-06-01,56
P001,2024-06-02,64
P001,2024-06-03,53
P001,2024-06-04,40
P001,2024-06-05,41
P001,2024-06-06,52
P001,2024-06-07,44
P001,2024-06-08,66
P001,2024-06-09,57
P001,2024-06-10,53
P001,2024-06-11,46
P001,2024-06-12,47
P001,2024-06-13,53
P001,2024-06-14,43
P001,2024-06-15,55
P001,2024-06-16,57
P001,2024-06-17,48
P001,2024-06-18,38
P001,2024-06-19,49
P001,2024-06-20,43
P001,2024-06-21,51
P001,2024-06-22,47
P001,2024-06-23,55
P001,2024-06-24,37
P001,2024-06-25,41
P001,2024-06-26,47
P001,2024-06-27,45
P001,2024-06-28,44
P001,2024-06-29,59
P001,2024-06-30,60
P001,2024-07-01,40
P001,2024-07-02,490
P001,2024-07-03,49
P001,2024-07-04,47
P001,2024-07-05,48
P001,2024-07-06,61
P001,2024-07-07,70
P001,2024-07-08,45
P001,2024-07-09,44
P001,2024-07-10,42
P001,2024-07-11,40
P001,2024-07-12,39
P001,2024-07-13,55
P001,2024-07-14,59
P001,2024-07-15,47
P001,2024-07-16,46
P001,2024-07-17,42
P001,2024-07-18,50
P001,2024-07-19,49
P001,2024-07-20,59
P001,2024-07-21,56
P001,2024-07-22,48
P001,2024-07-23,47
P001,2024-07-24,38
P001,2024-07-25,45
P001,2024-07-26,47
P001,2024-07-27,55
P001,2024-07-28,61
P001,2024-07-29,38
P001,2024-07-30,52
P001,2024-07-31,52
P001,2024-08-01,45
P001,2024-08-02,48
P001,2024-08-03,48
P001,2024-08-04,54
P001,2024-08-05,44
P001,2024-08-06,40
P001,2024-08-07,49
P001,2024-08-08,56
P001,2024-08-09,40
P001,2024-08-10,56
P001,2024-08-11,61
P001,2024-08-12,54
P001,2024-08-13,40
P001,2024-08-14,47
P001,2024-08-15,55
P001,2024-08-16,38
P001,2024-08-17,54
P001,2024-08-18,58
P001,2024-08-19,43
P001,2024-08-20,50
P001,2024-08-21,47
P001,2024-08-22,37
P001,2024-08-23,49
P001,2024-08-24,57
P001,2024-08-25,66
P001,2024-08-26,43
P001,2024-08-27,43
P001,2024-08-28,49
P001,2024-08-29,50
P001,2024-08-30,48
P001,2024-08-31,52
P001,2024-09-03,47
P001,2024-09-04,39
P001,2024-09-05,48
P001,2024-09-06,42
P001,2024-09-07,54
P001,2024-09-08,64
P001,2024-09-09,47
P001,2024-09-10,43
P001,2024-09-11,53
P001,2024-09-12,44
P001,2024-09-13,46
P001,2024-09-14,62
P001,2024-09-15,57
P001,2024-09-16,49
P001,2024-09-17,44
P001,2024-09-18,44
P001,2024-09-19,53
P001,2024-09-20,41
P001,2024-09-21,48
P001,2024-09-22,68
P001,2024-09-23,59
P001,2024-09-24,44
P001,2024-09-25,37
P001,2024-09-26,45
P001,2024-09-27,45
P001,2024-09-28,59
P001,2024-09-29,55
P001,2024-09-30,49
P001,2024-10-01,49
P001,2024-10-02,39
P001,2024-10-03,50
P001,2024-10-04,57
P001,2024-10-05,61
P001,2024-10-06,59
P001,2024-10-07,46
P001,2024-10-08,50
P001,2024-10-09,38
P001,2024-10-10,47
P001,2024-10-11,45
P001,2024-10-12,70
P001,2024-10-13,60
P001,2024-10-14,55
P001,2024-10-15,41
P001,2024-10-16,49
P001,2024-10-17,48
P001,2024-10-18,42
P001,2024-10-19,61
P001,2024-10-20,67
P001,2024-10-21,45
P001,2024-10-22,38
P001,2024-10-23,47
P001,2024-10-24,42
P001,2024-10-25,45
P001,2024-10-26,60
P001,2024-10-27,52
P001,2024-10-28,39
P001,2024-10-29,49
P001,2024-10-30,44
P001,2024-10-31,34
P001,2024-11-01,53
P001,2024-11-02,66
P001,2024-11-03,62
P001,2024-11-04,47
P001,2024-11-05,60
P001,2024-11-06,59
P001,2024-11-07,72
P001,2024-11-08,63
P001,2024-11-09,79
P001,2024-11-10,78
P001,2024-11-11,71
P001,2024-11-12,72
P001,2024-11-13,76
P001,2024-11-14,69
P001,2024-11-15,45
P001,2024-11-16,58
P001,2024-11-17,65
P001,2024-11-18,54
P001,2024-11-19,45
P001,2024-11-20,45
P001,2024-11-21,48
P001,2024-11-22,46
P001,2024-11-23,66
P001,2024-11-24,50
P001,2024-11-25,43
P001,2024-11-26,43
P001,2024-11-27,35
P001,2024-11-28,42
P001,2024-11-29,42
P001,2024-11-30,60
P001,2024-12-01,67
P001,2024-12-02,46
P001,2024-12-03,42
P001,2024-12-04,47
P001,2024-12-05,52
P001,2024-12-06,42
P001,2024-12-07,57
P001,2024-12-08,64
P001,2024-12-09,46
P001,2024-12-10,50
P001,2024-12-11,47
P001,2024-12-12,51
P001,2024-12-13,42
P001,2024-12-14,61
P001,2024-12-15,60
P001,2024-12-16,41
P001,2024-12-17,39
P001,2024-12-18,51
P001,2024-12-19,45
P001,2024-12-20,42
P001,2024-12-21,61
P001,2024-12-22,67
P001,2024-12-23,36
P001,2024-12-24,40
P001,2024-12-25,43
P001,2024-12-26,55
P001,2024-12-27,49
P001,2024-12-28,65
P001,2024-12-29,56
P001,2024-12-30,42
P001,2024-12-31,50
P002,2023-01-01,34
P002,2023-01-02,27
P002,2023-01-03,24
P002,2023-01-04,26
P002,2023-01-05,26
P002,2023-01-06,28
P002,2023-01-07,37
P002,2023-01-08,27
P002,2023-01-09,16
P002,2023-01-10,29
P002,2023-01-11,30
P002,2023-01-12,21
P002,2023-01-13,18
P002,2023-01-14,34
P002,2023-01-15,38
P002,2023-01-16,32
P002,2023-01-17,27
P002,2023-01-18,24
P002,2023-01-19,22
P002,2023-01-20,25
P002,2023-01-21,33
P002,2023-01-22,30
P002,2023-01-23,34
P002,2023-01-24,33
P002,2023-01-25,30
P002,2023-01-26,22
P002,2023-01-27,29
P002,2023-01-28,37
P002,2023-01-29,36
P002,2023-01-30,31
P002,2023-01-31,28
P002,2023-02-01,29
P002,2023-02-02,28
P002,2023-02-03,27
P002,2023-02-04,27
P002,2023-02-05,35
P002,2023-02-06,23
P002,2023-02-07,21
P002,2023-02-08,32
P002,2023-02-09,33
P002,2023-02-10,31
P002,2023-02-11,36
P002,2023-02-12,40
P002,2023-02-13,26
P002,2023-02-14,27
P002,2023-02-15,22
P002,2023-02-16,28
P002,2023-02-17,26
P002,2023-02-18,29
P002,2023-02-19,35
P002,2023-02-20,26
P002,2023-02-21,33
P002,2023-02-22,30
P002,2023-02-23,26
P002,2023-02-24,27
P002,2023-02-25,35
P002,2023-02-26,34
P002,2023-02-27,22
P002,2023-02-28,26
P002,2023-03-01,23
P002,2023-03-02,21
P002,2023-03-03,28
P002,2023-03-04,37
P002,2023-03-05,28
P002,2023-03-06,26
P002,2023-03-07,30
P002,2023-03-08,31
P002,2023-03-09,30
P002,2023-03-10,27
P002,2023-03-11,32
P002,2023-03-12,31
P002,2023-03-13,28
P002,2023-03-14,28
P002,2023-03-15,32
P002,2023-03-16,31
P002,2023-03-17,26
P002,2023-03-18,30
P002,2023-03-19,34
P002,2023-03-20,27
P002,2023-03-21,26
P002,2023-03-22,24
P002,2023-03-23,28
P002,2023-03-24,25
P002,2023-03-25,33
P002,2023-03-26,37
P002,2023-03-27,25
P002,2023-03-28,28
P002,2023-03-29,28
P002,2023-03-30,22
P002,2023-03-31,25
P002,2023-04-01,41
P002,2023-04-02,31
P002,2023-04-03,18
P002,2023-04-04,19
P002,2023-04-05,27
P002,2023-04-06,27
P002,2023-04-07,26
P002,2023-04-08,41
P002,2023-04-09,25
P002,2023-04-10,29
P002,2023-04-11,33
P002,2023-04-12,23
P002,2023-04-13,26
P002,2023-04-14,24
P002,2023-04-15,32
P002,2023-04-16,35
P002,2023-04-17,33
P002,2023-04-18,34
P002,2023-04-19,26
P002,2023-04-20,35
P002,2023-04-21,27
P002,2023-04-22,43
P002,2023-04-23,36
P002,2023-04-24,28
P002,2023-04-25,29
P002,2023-04-26,40
P002,2023-04-27,31
P002,2023-04-28,25
P002,2023-04-29,40
P002,2023-04-30,35
P002,2023-05-01,25
P002,2023-05-02,31
P002,2023-05-03,28
P002,2023-05-04,29
P002,2023-05-05,28
P002,2023-05-06,38
P002,2023-05-07,38
P002,2023-05-08,20
P002,2023-05-09,30
P002,2023-05-10,24
P002,2023-05-11,22
P002,2023-05-12,27
P002,2023-05-13,37
P002,2023-05-14,34
P002,2023-05-15,31
P002,2023-05-16,22
P002,2023-05-17,26
P002,2023-05-18,25
P002,2023-05-19,28
P002,2023-05-20,38
P002,2023-05-21,33
P002,2023-05-22,31
P002,2023-05-23,28
P002,2023-05-24,20
P002,2023-05-25,20
P002,2023-05-26,28
P002,2023-05-27,36
P002,2023-05-28,36
P002,2023-05-29,28
P002,2023-05-30,29
P002,2023-05-31,32
P002,2023-06-01,24
P002,2023-06-02,23
P002,2023-06-03,32
P002,2023-06-04,38
P002,2023-06-05,33
P002,2023-06-06,26
P002,2023-06-07,18
P002,2023-06-08,21
P002,2023-06-09,25
P002,2023-06-10,35
P002,2023-06-11,35
P002,2023-06-12,28
P002,2023-06-13,27
P002,2023-06-14,32
P002,2023-06-15,26
P002,2023-06-16,25
P002,2023-06-17,39
P002,2023-06-18,31
P002,2023-06-19,30
P002,2023-06-20,29
P002,2023-06-21,28
P002,2023-06-22,35
P002,2023-06-23,26
P002,2023-06-24,45
P002,2023-06-25,36
P002,2023-06-26,23
P002,2023-06-27,29
P002,2023-06-28,24
P002,2023-06-29,26
P002,2023-06-30,30
P002,2023-07-01,40
P002,2023-07-02,35
P002,2023-07-03,33
P002,2023-07-04,33
P002,2023-07-05,34
P002,2023-07-06,31
P002,2023-07-07,34
P002,2023-07-08,30
P002,2023-07-09,36
P002,2023-07-10,25
P002,2023-07-11,29
P002,2023-07-12,27
P002,2023-07-13,28
P002,2023-07-14,36
P002,2023-07-15,37
P002,2023-07-16,39
P002,2023-07-17,28
P002,2023-07-18,29
P002,2023-07-19,29
P002,2023-07-20,31
P002,2023-07-21,34
P002,2023-07-22,44
P002,2023-07-23,39
P002,2023-07-24,31
P002,2023-07-25,24
P002,2023-07-26,29
P002,2023-07-27,33
P002,2023-07-28,33
P002,2023-07-29,39
P002,2023-07-30,41
P002,2023-07-31,31
P002,2023-08-01,34
P002,2023-08-02,30
P002,2023-08-03,28
P002,2023-08-04,31
P002,2023-08-05,26
P002,2023-08-06,40
P002,2023-08-07,15
P002,2023-08-08,22
P002,2023-08-09,31
P002,2023-08-10,31
P002,2023-08-11,25
P002,2023-08-12,35
P002,2023-08-13,44
P002,2023-08-14,28
P002,2023-08-15,38
P002,2023-08-16,30
P002,2023-08-17,31
P002,2023-08-18,36
P002,2023-08-19,39
P002,2023-08-20,34
P002,2023-08-21,29
P002,2023-08-22,30
P002,2023-08-23,24
P002,2023-08-24,29
P002,2023-08-25,27
P002,2023-08-26,42
P002,2023-08-27,39
P002,2023-08-28,29
P002,2023-08-29,29
P002,2023-08-30,31
P002,2023-08-31,32
P002,2023-09-01,26
P002,2023-09-02,34
P002,2023-09-03,43
P002,2023-09-04,28
P002,2023-09-05,24
P002,2023-09-06,32
P002,2023-09-07,32
P002,2023-09-08,24
P002,2023-09-09,40
P002,2023-09-10,42
P002,2023-09-11,32
P002,2023-09-12,33
P002,2023-09-13,25
P002,2023-09-14,32
P002,2023-09-15,29
P002,2023-09-16,37
P002,2023-09-17,43
P002,2023-09-18,36
P002,2023-09-19,342
P002,2023-09-20,36
P002,2023-09-21,30
P002,2023-09-22,32
P002,2023-09-23,42
P002,2023-09-24,40
P002,2023-09-25,31
P002,2023-09-26,34
P002,2023-09-27,31
P002,2023-09-28,28
P002,2023-09-29,29
P002,2023-09-30,43
P002,2023-10-01,40
P002,2023-10-02,33
P002,2023-10-03,34
P002,2023-10-04,30
P002,2023-10-05,35
P002,2023-10-06,34
P002,2023-10-07,36
P002,2023-10-08,47
P002,2023-10-09,31
P002,2023-10-10,27
P002,2023-10-11,30
P002,2023-10-12,30
P002,2023-10-13,35
P002,2023-10-14,43
P002,2023-10-15,43
P002,2023-10-16,39
P002,2023-10-17,38
P002,2023-10-18,39
P002,2023-10-19,40
P002,2023-10-20,41
P002,2023-10-21,40
P002,2023-10-22,48
P002,2023-10-23,33
P002,2023-10-24,43
P002,2023-10-25,43
P002,2023-10-26,49
P002,2023-10-27,50
P002,2023-10-28,56
P002,2023-10-29,55
P002,2023-10-30,51
P002,2023-10-31,48
P002,2023-11-01,52
P002,2023-11-02,57
P002,2023-11-03,52
P002,2023-11-04,68
P002,2023-11-05,69
P002,2023-11-06,55
P002,2023-11-07,64
P002,2023-11-08,64
P002,2023-11-09,63
P002,2023-11-10,61
P002,2023-11-11,71
P002,2023-11-12,73
P002,2023-11-13,70
P002,2023-11-14,65
P002,2023-11-15,72
P002,2023-11-16,66
P002,2023-11-17,71
P002,2023-11-18,82
P002,2023-11-19,92
P002,2023-11-20,69
P002,2023-11-21,81
P002,2023-11-22,76
P002,2023-11-23,78
P002,2023-11-24,77
P002,2023-11-25,87
P002,2023-11-26,85
P002,2023-11-27,82
P002,2023-11-28,75
P002,2023-11-29,81
P002,2023-11-30,73
P002,2023-12-01,75
P002,2023-12-02,79
P002,2023-12-03,85
P002,2023-12-04,79
P002,2023-12-05,72
P002,2023-12-06,71
P002,2023-12-07,66
P002,2023-12-08,68
P002,2023-12-09,71
P002,2023-12-10,72
P002,2023-12-11,67
P002,2023-12-12,70
P002,2023-12-13,75
P002,2023-12-14,60
P002,2023-12-15,66
P002,2023-12-16,69
P002,2023-12-17,66
P002,2023-12-18,58
P002,2023-12-19,56
P002,2023-12-20,54
P002,2023-12-21,51
P002,2023-12-22,46
P002,2023-12-23,53
P002,2023-12-24,60
P002,2023-12-25,88888
P002,2023-12-26,44
P002,2023-12-27,46
P002,2023-12-28,48
P002,2023-12-29,44
P002,2023-12-30,49
P002,2023-12-31,56
P002,2024-01-01,39
P002,2024-01-02,34
P002,2024-01-03,36
P002,2024-01-04,37
P002,2024-01-05,37
P002,2024-01-06,44
P002,2024-01-07,44
P002,2024-01-08,35
P002,2024-01-09,28
P002,2024-01-10,0
P002,2024-01-11,0
P002,2024-01-12,0
P002,2024-01-13,47
P002,2024-01-14,45
P002,2024-01-15,39
P002,2024-01-16,32
P002,2024-01-17,28
P002,2024-01-18,32
P002,2024-01-19,33
P002,2024-01-20,42
P002,2024-01-21,46
P002,2024-01-22,31
P002,2024-01-23,34
P002,2024-01-24,29
P002,2024-01-25,35
P002,2024-01-26,33
P002,2024-01-27,39
P002,2024-01-28,41
P002,2024-01-29,32
P002,2024-01-30,32
P002,2024-01-31,40
P002,2024-02-01,33
P002,2024-02-02,32
P002,2024-02-03,33
P002,2024-02-04,38
P002,2024-02-05,32
P002,2024-02-06,30
P002,2024-02-07,39
P002,2024-02-08,32
P002,2024-02-09,38
P002,2024-02-10,42
P002,2024-02-11,42
P002,2024-02-12,33
P002,2024-02-13,33
P002,2024-02-14,40
P002,2024-02-15,24
P002,2024-02-16,25
P002,2024-02-17,40
P002,2024-02-18,42
P002,2024-02-19,36
P002,2024-02-20,35
P002,2024-02-21,32
P002,2024-02-22,37
P002,2024-02-23,37
P002,2024-02-24,43
P002,2024-02-25,46
P002,2024-02-26,35
P002,2024-02-27,31
P002,2024-02-28,36
P002,2024-02-29,34
P002,2024-03-01,34
P002,2024-03-02,48
P002,2024-03-03,32
P002,2024-03-04,28
P002,2024-03-05,29
P002,2024-03-06,32
P002,2024-03-07,33
P002,2024-03-08,28
P002,2024-03-09,38
P002,2024-03-10,39
P002,2024-03-11,44
