Order_ID,Product,Price_Each,Quantity_Ordered,Order_Date,Purchase_Address
10076,Shoe,"ETB 3,500",1.0,2025-05-12,"Bahir Dar, Ethiopia"
10077,Wireless Mouse,"ETB 1,200",2.0,2025/01/15,"Adama, Ethiopia"
10078,MacBook Pro,"ETB 120,000",-1.0,2025/04/05,
10079,Shoe,"ETB 3,500",,2025/04/05,"Megenagna, Addis Ababa"
10080,MacBook Pro,"ETB 120,000",2.0,,
10081,iPhone 13,"ETB 45,000",3.0,2025/01/15,
10082,iPhone 13,"ETB 45,000",3.0,,
10083,Samsung S22,"ETB 38,000",-1.0,,
10084,Samsung S22,"ETB 38,000",-3.0,2025/01/15,
10085,iPhone 13,"ETB 45,000",3.0,2025/01/15,
10086,Samsung S22,"ETB 38,000",,,
10087,Shoe,"ETB 3,500",,,
10088,MacBook Pro,"ETB 120,000",-3.0,2025.03.22,
10089,Wireless Mouse,"ETB 1,200",3.0,2025/04/05,
10090,MacBook Pro,"ETB 120,000",1.0,,
10091,Laptop Bag,"ETB 2,500",1.0,,"Mekelle, Ethiopia"
10092,Wireless Mouse,"ETB 1,200",1.0,2025/04/05,"Mekelle, Ethiopia"
10093,Samsung S22,"ETB 38,000",2.0,,"Bahir Dar, Ethiopia"
10094,MacBook Pro,"ETB 120,000",1.0,2025/01/15,"Hawassa, Ethiopia"
10095,iPhone 13,"ETB 45,000",1.0,,"Hawassa, Ethiopia"
10096,Shoe,"ETB 3,500",-1.0,2025/04/05,
10097,Samsung S22,"ETB 38,000",3.0,2025-05-12,
10098,Laptop Bag,"ETB 2,500",-3.0,2025-05-12,"Hawassa, Ethiopia"
10099,iPhone 13,"ETB 45,000",1.0,,
10100,Laptop Bag,"ETB 2,500",-1.0,,
10101,Wireless Mouse,"ETB 1,200",2.0,,"Megenagna, Addis Ababa"
10102,Laptop Bag,"ETB 2,500",-3.0,2025/04/05,"Megenagna, Addis Ababa"
10103,MacBook Pro,"ETB 120,000",2.0,,
10104,iPhone 13,"ETB 45,000",3.0,,"Bahir Dar, Ethiopia"
10105,Wireless Mouse,"ETB 1,200",,,
10106,iPhone 13,"ETB 45,000",1.0,,
10107,iPhone 13,"ETB 45,000",2.0,,
10108,Samsung S22,"ETB 38,000",-3.0,2025/04/05,
10109,Wireless Mouse,"ETB 1,200",,2025/01/15,
10110,Shoe,"ETB 3,500",3.0,,"Megenagna, Addis Ababa"
10111,MacBook Pro,"ETB 120,000",3.0,,
10112,Laptop Bag,"ETB 2,500",-3.0,,"Adama, Ethiopia"
10113,Samsung S22,"ETB 38,000",-1.0,2025-05-12,"Mekelle, Ethiopia"
10114,Wireless Mouse,"ETB 1,200",,2025-02-10,"Hawassa, Ethiopia"
10115,Laptop Bag,"ETB 2,500",1.0,,
10116,MacBook Pro,"ETB 120,000",-1.0,,"Mekelle, Ethiopia"
10117,MacBook Pro,"ETB 120,000",,2025-05-12,
10118,Shoe,"ETB 3,500",-3.0,2025/04/05,"Megenagna, Addis Ababa"
10119,Shoe,"ETB 3,500",-1.0,2025-02-10,
10120,Wireless Mouse,"ETB 1,200",,2025.03.22,
10121,MacBook Pro,"ETB 120,000",,,"Bahir Dar, Ethiopia"
10122,iPhone 13,"ETB 45,000",,2025.03.22,"Bole, Addis Ababa"
10123,MacBook Pro,"ETB 120,000",,2025/04/05,
10124,Wireless Mouse,"ETB 1,200",-1.0,2025/01/15,"Bole, Addis Ababa"
10125,Laptop Bag,"ETB 2,500",-1.0,,
10126,Shoe,"ETB 3,500",2.0,2025-02-10,"Bahir Dar, Ethiopia"
10127,iPhone 13,"ETB 45,000",-1.0,,
10128,Samsung S22,"ETB 38,000",-1.0,2025-05-12,
10129,iPhone 13,"ETB 45,000",-1.0,,"Bahir Dar, Ethiopia"
10130,Wireless Mouse,"ETB 1,200",2.0,,"Bahir Dar, Ethiopia"
10131,Samsung S22,"ETB 38,000",,2025/01/15,
10132,Samsung S22,"ETB 38,000",,,
10133,Laptop Bag,"ETB 2,500",1.0,,"Adama, Ethiopia"
10134,Laptop Bag,"ETB 2,500",-3.0,,
10135,Samsung S22,"ETB 38,000",-3.0,,"Adama, Ethiopia"
10136,MacBook Pro,"ETB 120,000",3.0,,
10137,MacBook Pro,"ETB 120,000",-3.0,,
10138,MacBook Pro,"ETB 120,000",3.0,,"Hawassa, Ethiopia"
10139,Shoe,"ETB 3,500",,,"Bole, Addis Ababa"
10140,Wireless Mouse,"ETB 1,200",1.0,,"Megenagna, Addis Ababa"
10141,Samsung S22,"ETB 38,000",2.0,,
10142,Shoe,"ETB 3,500",2.0,2025.03.22,"Bahir Dar, Ethiopia"
10143,iPhone 13,"ETB 45,000",1.0,2025-02-10,
10144,Wireless Mouse,"ETB 1,200",-3.0,,"Bole, Addis Ababa"
10145,iPhone 13,"ETB 45,000",3.0,2025.03.22,"Hawassa, Ethiopia"
10146,MacBook Pro,"ETB 120,000",2.0,,"Adama, Ethiopia"
10147,Laptop Bag,"ETB 2,500",1.0,2025/04/05,
10148,Wireless Mouse,"ETB 1,200",3.0,,"Bole, Addis Ababa"
10149,Samsung S22,"ETB 38,000",-1.0,,
10150,MacBook Pro,"ETB 120,000",-1.0,,"Hawassa, Ethiopia"
10151,Wireless Mouse,"ETB 1,200",2.0,,"Hawassa, Ethiopia"
10152,iPhone 13,"ETB 45,000",1.0,2025-05-12,
10153,Laptop Bag,"ETB 2,500",-1.0,,"Adama, Ethiopia"
10154,Laptop Bag,"ETB 2,500",3.0,,
10155,Wireless Mouse,"ETB 1,200",,,"Adama, Ethiopia"
10156,iPhone 13,"ETB 45,000",1.0,,"Bole, Addis Ababa"
10157,Samsung S22,"ETB 38,000",-3.0,,
10158,Wireless Mouse,"ETB 1,200",,2025/04/05,"Adama, Ethiopia"
10159,MacBook Pro,"ETB 120,000",-1.0,,"Mekelle, Ethiopia"
10160,Shoe,"ETB 3,500",-1.0,2025/04/05,"Bahir Dar, Ethiopia"
10161,Samsung S22,"ETB 38,000",3.0,2025-05-12,
10162,Samsung S22,"ETB 38,000",,,"Megenagna, Addis Ababa"
10163,Laptop Bag,"ETB 2,500",2.0,,"Hawassa, Ethiopia"
10164,MacBook Pro,"ETB 120,000",1.0,2025-02-10,"Bahir Dar, Ethiopia"
10165,Wireless Mouse,"ETB 1,200",3.0,,"Bahir Dar, Ethiopia"
10166,iPhone 13,"ETB 45,000",-1.0,2025-05-12,
10167,Laptop Bag,"ETB 2,500",,,
10168,MacBook Pro,"ETB 120,000",2.0,,"Bole, Addis Ababa"
10169,MacBook Pro,"ETB 120,000",3.0,2025-02-10,"Bole, Addis Ababa"
10170,iPhone 13,"ETB 45,000",1.0,2025.03.22,"Bahir Dar, Ethiopia"
10171,Samsung S22,"ETB 38,000",2.0,2025.03.22,"Bole, Addis Ababa"
10172,Wireless Mouse,"ETB 1,200",-1.0,2025/04/05,
10173,iPhone 13,"ETB 45,000",1.0,,
10174,Laptop Bag,"ETB 2,500",,2025/04/05,"Adama, Ethiopia"
10175,Samsung S22,"ETB 38,000",3.0,2025/04/05,
10176,Shoe,"ETB 3,500",,2025/01/15,
10177,iPhone 13,"ETB 45,000",1.0,2025/04/05,"Mekelle, Ethiopia"
10178,MacBook Pro,"ETB 120,000",2.0,,
10179,Samsung S22,"ETB 38,000",-1.0,2025/04/05,
10180,Laptop Bag,"ETB 2,500",2.0,,
10181,MacBook Pro,"ETB 120,000",,,"Bahir Dar, Ethiopia"
10182,MacBook Pro,"ETB 120,000",1.0,2025.03.22,"Mekelle, Ethiopia"
10183,iPhone 13,"ETB 45,000",3.0,,
10184,Laptop Bag,"ETB 2,500",-3.0,2025/04/05,"Bahir Dar, Ethiopia"
10185,iPhone 13,"ETB 45,000",-1.0,2025-02-10,"Adama, Ethiopia"
10186,Wireless Mouse,"ETB 1,200",2.0,2025/01/15,
10187,iPhone 13,"ETB 45,000",,,
10188,iPhone 13,"ETB 45,000",-3.0,2025-05-12,
10189,Samsung S22,"ETB 38,000",3.0,2025/04/05,
10190,iPhone 13,"ETB 45,000",-1.0,,
10191,Wireless Mouse,"ETB 1,200",1.0,,
10192,Laptop Bag,"ETB 2,500",2.0,,"Megenagna, Addis Ababa"
10193,iPhone 13,"ETB 45,000",1.0,,
10194,Wireless Mouse,"ETB 1,200",2.0,2025.03.22,"Bahir Dar, Ethiopia"
10195,Shoe,"ETB 3,500",,,
10196,Laptop Bag,"ETB 2,500",2.0,,
10197,Shoe,"ETB 3,500",2.0,2025.03.22,"Bahir Dar, Ethiopia"
10198,Samsung S22,"ETB 38,000",2.0,2025-02-10,
10199,Samsung S22,"ETB 38,000",1.0,2025.03.22,
10200,Shoe,"ETB 3,500",1.0,,
10201,MacBook Pro,"ETB 120,000",,,
10202,Wireless Mouse,"ETB 1,200",-3.0,,"Bahir Dar, Ethiopia"
10203,Wireless Mouse,"ETB 1,200",3.0,,
10204,MacBook Pro,"ETB 120,000",3.0,,
10205,Laptop Bag,"ETB 2,500",1.0,,"Megenagna, Addis Ababa"
10206,Wireless Mouse,"ETB 1,200",2.0,2025/04/05,"Bahir Dar, Ethiopia"
10207,Samsung S22,"ETB 38,000",-1.0,,
10208,Shoe,"ETB 3,500",3.0,2025/01/15,
10209,Samsung S22,"ETB 38,000",-3.0,,"Hawassa, Ethiopia"
10210,Wireless Mouse,"ETB 1,200",-1.0,2025/04/05,
10211,Laptop Bag,"ETB 2,500",-1.0,,"Bole, Addis Ababa"
10212,Samsung S22,"ETB 38,000",1.0,,"Bole, Addis Ababa"
10213,Wireless Mouse,"ETB 1,200",-3.0,2025/01/15,
10214,Wireless Mouse,"ETB 1,200",,2025/01/15,
10215,Laptop Bag,"ETB 2,500",3.0,2025/01/15,"Bole, Addis Ababa"
10216,Shoe,"ETB 3,500",,2025/01/15,
10217,Samsung S22,"ETB 38,000",3.0,2025/04/05,
10218,iPhone 13,"ETB 45,000",1.0,2025-02-10,"Bole, Addis Ababa"
10219,Wireless Mouse,"ETB 1,200",3.0,,"Megenagna, Addis Ababa"
10220,Shoe,"ETB 3,500",3.0,,
10221,Laptop Bag,"ETB 2,500",1.0,2025.03.22,"Megenagna, Addis Ababa"
10222,Wireless Mouse,"ETB 1,200",-3.0,,"Bahir Dar, Ethiopia"
10223,iPhone 13,"ETB 45,000",1.0,,"Bole, Addis Ababa"
10224,Laptop Bag,"ETB 2,500",3.0,,"Bole, Addis Ababa"
10225,iPhone 13,"ETB 45,000",1.0,2025.03.22,"Bole, Addis Ababa"
10226,iPhone 13,"ETB 45,000",1.0,2025.03.22,"Hawassa, Ethiopia"
10227,Wireless Mouse,"ETB 1,200",1.0,,
10228,MacBook Pro,"ETB 120,000",3.0,,"Bole, Addis Ababa"
10229,iPhone 13,"ETB 45,000",2.0,,"Mekelle, Ethiopia"
10230,MacBook Pro,"ETB 120,000",-1.0,2025/01/15,"Hawassa, Ethiopia"
10231,Shoe,"ETB 3,500",,2025/04/05,
10232,MacBook Pro,"ETB 120,000",,2025-02-10,"Mekelle, Ethiopia"
10233,iPhone 13,"ETB 45,000",3.0,2025-02-10,
10234,MacBook Pro,"ETB 120,000",-3.0,,
10235,iPhone 13,"ETB 45,000",1.0,2025.03.22,"Adama, Ethiopia"
10236,iPhone 13,"ETB 45,000",1.0,2025/01/15,
10237,Wireless Mouse,"ETB 1,200",,2025-05-12,
10238,Shoe,"ETB 3,500",1.0,2025-05-12,"Adama, Ethiopia"
10239,Wireless Mouse,"ETB 1,200",1.0,2025/04/05,"Hawassa, Ethiopia"
10240,MacBook Pro,"ETB 120,000",-1.0,,"Adama, Ethiopia"
10241,Shoe,"ETB 3,500",1.0,2025.03.22,"Mekelle, Ethiopia"
10242,iPhone 13,"ETB 45,000",,2025/01/15,"Bahir Dar, Ethiopia"
10243,Laptop Bag,"ETB 2,500",,2025/01/15,"Megenagna, Addis Ababa"
10244,iPhone 13,"ETB 45,000",-3.0,,
10245,Wireless Mouse,"ETB 1,200",-3.0,,"Bole, Addis Ababa"
10246,Laptop Bag,"ETB 2,500",1.0,2025-05-12,"Adama, Ethiopia"
10247,Laptop Bag,"ETB 2,500",-3.0,,"Megenagna, Addis Ababa"
10248,Samsung S22,"ETB 38,000",3.0,2025/04/05,"Bahir Dar, Ethiopia"
10249,MacBook Pro,"ETB 120,000",2.0,2025/04/05,
10250,MacBook Pro,"ETB 120,000",-3.0,,"Adama, Ethiopia"
10251,Shoe,"ETB 3,500",-1.0,,"Bahir Dar, Ethiopia"
10252,Wireless Mouse,"ETB 1,200",1.0,,"Bole, Addis Ababa"
10253,Laptop Bag,"ETB 2,500",3.0,2025-02-10,
10254,Samsung S22,"ETB 38,000",3.0,2025-05-12,"Mekelle, Ethiopia"
10255,Laptop Bag,"ETB 2,500",3.0,,"Mekelle, Ethiopia"
10256,MacBook Pro,"ETB 120,000",1.0,,
10257,Samsung S22,"ETB 38,000",3.0,,"Hawassa, Ethiopia"
10258,MacBook Pro,"ETB 120,000",,,"Bahir Dar, Ethiopia"
10259,MacBook Pro,"ETB 120,000",3.0,,"Hawassa, Ethiopia"
10260,Wireless Mouse,"ETB 1,200",2.0,,"Megenagna, Addis Ababa"
10261,Shoe,"ETB 3,500",1.0,,"Bahir Dar, Ethiopia"
10262,Laptop Bag,"ETB 2,500",,2025/01/15,"Hawassa, Ethiopia"
10263,iPhone 13,"ETB 45,000",-1.0,2025/04/05,
10264,Laptop Bag,"ETB 2,500",2.0,,
10265,Samsung S22,"ETB 38,000",2.0,,
10266,MacBook Pro,"ETB 120,000",3.0,2025/01/15,
10267,MacBook Pro,"ETB 120,000",2.0,2025-02-10,
10268,MacBook Pro,"ETB 120,000",,,
10269,Shoe,"ETB 3,500",-3.0,2025.03.22,
10270,Shoe,"ETB 3,500",-3.0,,
10271,Laptop Bag,"ETB 2,500",,,
10272,Shoe,"ETB 3,500",3.0,,"Bahir Dar, Ethiopia"
10273,MacBook Pro,"ETB 120,000",-1.0,,"Adama, Ethiopia"
10274,Laptop Bag,"ETB 2,500",,,
10275,Laptop Bag,"ETB 2,500",-1.0,2025-02-10,
10276,iPhone 13,"ETB 45,000",1.0,2025/01/15,
10277,Samsung S22,"ETB 38,000",3.0,2025/04/05,"Hawassa, Ethiopia"
10278,Laptop Bag,"ETB 2,500",1.0,,"Bole, Addis Ababa"
10279,Shoe,"ETB 3,500",3.0,,"Bahir Dar, Ethiopia"
10280,Shoe,"ETB 3,500",-3.0,,
10281,Samsung S22,"ETB 38,000",3.0,2025/01/15,
10282,MacBook Pro,"ETB 120,000",-1.0,,
10283,Laptop Bag,"ETB 2,500",-1.0,2025-02-10,"Bahir Dar, Ethiopia"
10284,Laptop Bag,"ETB 2,500",-1.0,,
10285,Laptop Bag,"ETB 2,500",2.0,,"Mekelle, Ethiopia"
10286,MacBook Pro,"ETB 120,000",,2025-02-10,"Mekelle, Ethiopia"
10287,iPhone 13,"ETB 45,000",1.0,,"Megenagna, Addis Ababa"
10288,Samsung S22,"ETB 38,000",-3.0,2025/01/15,
10289,MacBook Pro,"ETB 120,000",1.0,,"Hawassa, Ethiopia"
10290,Wireless Mouse,"ETB 1,200",-3.0,2025-02-10,"Hawassa, Ethiopia"
10291,Shoe,"ETB 3,500",3.0,2025/01/15,"Hawassa, Ethiopia"
10292,Shoe,"ETB 3,500",-3.0,2025-02-10,"Megenagna, Addis Ababa"
10293,Laptop Bag,"ETB 2,500",-1.0,,
10294,MacBook Pro,"ETB 120,000",2.0,2025/01/15,
10295,Shoe,"ETB 3,500",1.0,,"Mekelle, Ethiopia"
10296,Laptop Bag,"ETB 2,500",3.0,2025-02-10,"Hawassa, Ethiopia"
10297,Shoe,"ETB 3,500",2.0,,
10298,Shoe,"ETB 3,500",3.0,,
10299,Laptop Bag,"ETB 2,500",2.0,,
10300,Wireless Mouse,"ETB 1,200",-3.0,2025-02-10,"Mekelle, Ethiopia"
10301,Laptop Bag,"ETB 2,500",,,"Mekelle, Ethiopia"
10302,Wireless Mouse,"ETB 1,200",-1.0,,
10303,MacBook Pro,"ETB 120,000",-1.0,2025/01/15,"Adama, Ethiopia"
10304,Samsung S22,"ETB 38,000",2.0,,"Mekelle, Ethiopia"
10305,Samsung S22,"ETB 38,000",2.0,2025-05-12,"Bole, Addis Ababa"
10306,Wireless Mouse,"ETB 1,200",-3.0,2025-02-10,
10307,MacBook Pro,"ETB 120,000",-1.0,,"Bahir Dar, Ethiopia"
10308,Samsung S22,"ETB 38,000",,,"Hawassa, Ethiopia"
10309,iPhone 13,"ETB 45,000",,,"Bahir Dar, Ethiopia"
10310,Shoe,"ETB 3,500",2.0,2025.03.22,"Mekelle, Ethiopia"
10311,Shoe,"ETB 3,500",-3.0,2025-05-12,"Mekelle, Ethiopia"
10312,iPhone 13,"ETB 45,000",,,
10313,Wireless Mouse,"ETB 1,200",-3.0,2025-02-10,
10314,Samsung S22,"ETB 38,000",1.0,,"Mekelle, Ethiopia"
10315,Samsung S22,"ETB 38,000",,,
10316,MacBook Pro,"ETB 120,000",,,"Mekelle, Ethiopia"
10317,iPhone 13,"ETB 45,000",2.0,,"Bole, Addis Ababa"
10318,Laptop Bag,"ETB 2,500",2.0,2025-02-10,"Megenagna, Addis Ababa"
10319,Wireless Mouse,"ETB 1,200",2.0,,"Bahir Dar, Ethiopia"
10320,Shoe,"ETB 3,500",-1.0,,"Bole, Addis Ababa"
10321,Wireless Mouse,"ETB 1,200",-1.0,2025/04/05,"Mekelle, Ethiopia"
10322,Laptop Bag,"ETB 2,500",,2025.03.22,"Megenagna, Addis Ababa"
10323,Shoe,"ETB 3,500",1.0,,
10324,Laptop Bag,"ETB 2,500",3.0,,"Mekelle, Ethiopia"
10325,Wireless Mouse,"ETB 1,200",,,"Mekelle, Ethiopia"
10326,Laptop Bag,"ETB 2,500",-3.0,2025-02-10,"Adama, Ethiopia"
10327,iPhone 13,"ETB 45,000",2.0,2025-02-10,
10328,Samsung S22,"ETB 38,000",2.0,2025/01/15,"Bahir Dar, Ethiopia"
10329,MacBook Pro,"ETB 120,000",,,
10330,Laptop Bag,"ETB 2,500",2.0,,"Mekelle, Ethiopia"
10331,Laptop Bag,"ETB 2,500",-1.0,,"Mekelle, Ethiopia"
10332,MacBook Pro,"ETB 120,000",1.0,,
10333,Wireless Mouse,"ETB 1,200",1.0,2025-02-10,
10334,MacBook Pro,"ETB 120,000",,2025-02-10,
10335,MacBook Pro,"ETB 120,000",3.0,,"Megenagna, Addis Ababa"
10336,Laptop Bag,"ETB 2,500",-1.0,2025-02-10,"Hawassa, Ethiopia"
10337,MacBook Pro,"ETB 120,000",1.0,,"Megenagna, Addis Ababa"
10338,Samsung S22,"ETB 38,000",,2025.03.22,
10339,Shoe,"ETB 3,500",2.0,,
10340,Shoe,"ETB 3,500",1.0,,"Hawassa, Ethiopia"
10341,Laptop Bag,"ETB 2,500",2.0,,
10342,Wireless Mouse,"ETB 1,200",-1.0,2025-05-12,
10343,MacBook Pro,"ETB 120,000",1.0,,"Adama, Ethiopia"
10344,Shoe,"ETB 3,500",-3.0,2025/01/15,
10345,Shoe,"ETB 3,500",3.0,,"Bahir Dar, Ethiopia"
10346,Samsung S22,"ETB 38,000",2.0,2025/01/15,"Hawassa, Ethiopia"
10347,Shoe,"ETB 3,500",2.0,,"Bole, Addis Ababa"
10348,MacBook Pro,"ETB 120,000",1.0,,"Bole, Addis Ababa"
10349,MacBook Pro,"ETB 120,000",,,"Hawassa, Ethiopia"
10350,MacBook Pro,"ETB 120,000",-1.0,,
10351,MacBook Pro,"ETB 120,000",2.0,,
10352,MacBook Pro,"ETB 120,000",3.0,,"Hawassa, Ethiopia"
10353,Laptop Bag,"ETB 2,500",,2025/04/05,
10354,Laptop Bag,"ETB 2,500",1.0,2025/04/05,
10355,Laptop Bag,"ETB 2,500",-1.0,2025-02-10,"Mekelle, Ethiopia"
10356,Samsung S22,"ETB 38,000",-3.0,,
10357,Samsung S22,"ETB 38,000",,,
10358,Samsung S22,"ETB 38,000",-3.0,,
10359,Samsung S22,"ETB 38,000",-1.0,2025/01/15,
10360,Laptop Bag,"ETB 2,500",,,"Hawassa, Ethiopia"
10361,iPhone 13,"ETB 45,000",-1.0,2025/04/05,"Mekelle, Ethiopia"
10362,Samsung S22,"ETB 38,000",-1.0,2025-05-12,"Mekelle, Ethiopia"
10363,Samsung S22,"ETB 38,000",-1.0,,"Mekelle, Ethiopia"
10364,iPhone 13,"ETB 45,000",,,"Bole, Addis Ababa"
10365,Wireless Mouse,"ETB 1,200",-1.0,,"Megenagna, Addis Ababa"
10366,Laptop Bag,"ETB 2,500",1.0,2025/04/05,"Mekelle, Ethiopia"
10367,iPhone 13,"ETB 45,000",-1.0,,
10368,Samsung S22,"ETB 38,000",-1.0,,
10369,iPhone 13,"ETB 45,000",-3.0,2025-05-12,
10370,MacBook Pro,"ETB 120,000",-1.0,,
10371,Shoe,"ETB 3,500",3.0,,
10372,Laptop Bag,"ETB 2,500",-1.0,,"Adama, Ethiopia"
10373,Shoe,"ETB 3,500",1.0,,"Bahir Dar, Ethiopia"
10374,iPhone 13,"ETB 45,000",1.0,2025-05-12,"Bole, Addis Ababa"
10375,Wireless Mouse,"ETB 1,200",-1.0,,"Mekelle, Ethiopia"
10376,Wireless Mouse,"ETB 1,200",1.0,,
10377,Samsung S22,"ETB 38,000",3.0,2025-05-12,"Adama, Ethiopia"
10378,Wireless Mouse,"ETB 1,200",2.0,2025/04/05,
10379,Shoe,"ETB 3,500",,2025-02-10,
10380,MacBook Pro,"ETB 120,000",,2025/01/15,
10381,MacBook Pro,"ETB 120,000",-1.0,,
10382,Wireless Mouse,"ETB 1,200",2.0,,"Mekelle, Ethiopia"
10383,Samsung S22,"ETB 38,000",-3.0,2025-02-10,"Mekelle, Ethiopia"
10384,Samsung S22,"ETB 38,000",-3.0,2025-05-12,"Bahir Dar, Ethiopia"
10385,Samsung S22,"ETB 38,000",,2025-02-10,
10386,iPhone 13,"ETB 45,000",1.0,,"Hawassa, Ethiopia"
10387,Samsung S22,"ETB 38,000",-3.0,2025-05-12,"Adama, Ethiopia"
10388,MacBook Pro,"ETB 120,000",,2025/01/15,"Adama, Ethiopia"
10389,MacBook Pro,"ETB 120,000",3.0,2025/04/05,"Mekelle, Ethiopia"
